ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0003-0002-0006;0003-0002;c;Podzadanie 3.2.6;Program wieloletni ``Budowa kampusu 600-lecia Odnowienia Uniwersytetu Jagiellońskiego``;;;55000
0003-0002-0006-0001;0003-0002-0006;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;55000
0003-0002-0007;0003-0002;c;Podzadanie 3.2.7;Program wieloletni ``Uniwersytet im. Adama Mickiewicza w Poznaniu 2004-2015``;;;83954
0003-0002-0007-0001;0003-0002-0007;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;83954
0003-0003;0003;b;Zadanie 3.3;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;5452
0003-0003-0001;0003-0003;c;Podzadanie 3.3.1;Utrzymanie i rozwój systemów informatycznych;;;4924
0003-0003-0001-0001;0003-0003-0001;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;4372
0003-0003-0001-0002;0003-0003-0001;d;Dysponent;Wojewodowie;85;;552
0003-0003-0002;0003-0003;c;Podzadanie 3.3.2;Budowa i wdrożenie rozwiązań informatycznych;;;528
0003-0003-0002-0001;0003-0003-0002;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;528
0004;;a;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;;;125881146
0004-0001;0004;b;Zadanie 4.1;Opracowywanie i wykonywanie budżetu państwa;;;18078251
0004-0001-0001;0004-0001;c;Podzadanie 4.1.1;Opracowanie metodologii i planowanie budżetowe;;;114911
0004-0001-0001-0001;0004-0001-0001;d;Dysponent;Ministerstwo Finansów;19;;18996
0004-0001-0001-0002;0004-0001-0001;d;Dysponent;Ministerstwo Finansów;81;;95000
0004-0001-0001-0003;0004-0001-0001;d;Dysponent;Wojewodowie;85;;915
0004-0001-0002;0004-0001;c;Podzadanie 4.1.2;Realizacja budżetu państwa;;;17963340
0004-0001-0002-0001;0004-0001-0002;d;Dysponent;Ministerstwo Finansów;19;;23276
0004-0001-0002-0002;0004-0001-0002;d;Dysponent;Ministerstwo Finansów;83;;17940064
0004-0002;0004;b;Zadanie 4.2;Opracowanie systemu finansowania jednostek samorządu terytorialnego (jst) i sfery budżetowej;;;48362007
0004-0002-0001;0004-0002;c;Podzadanie 4.2.1;Zapewnienie spójności systemu finansów publicznych;;;48359152
0004-0002-0001-0001;0004-0002-0001;d;Dysponent;Ministerstwo Finansów;19;;1195
0004-0002-0001-0002;0004-0002-0001;d;Dysponent;Ministerstwo Finansów;82;;48357658
0004-0002-0001-0003;0004-0002-0001;d;Dysponent;Wojewodowie;85;;299
0004-0002-0002;0004-0002;c;Podzadanie 4.2.2;Analiza i ocena funkcjonowania systemu finansowania jst;;;2855
0004-0002-0002-0001;0004-0002-0002;d;Dysponent;Ministerstwo Finansów;19;;1132
0004-0002-0002-0002;0004-0002-0002;d;Dysponent;Wojewodowie;85;;1723
0004-0003;0004;b;Zadanie 4.3;Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych;;;3400392
0004-0003-0001;0004-0003;c;Podzadanie 4.3.1;Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego;;;2462489
0004-0003-0001-0001;0004-0003-0001;d;Dysponent;Ministerstwo Finansów;19;;2444819
0004-0003-0001-0002;0004-0003-0001;d;Dysponent;Wojewodowie;85;;17670
0004-0003-0002;0004-0003;c;Podzadanie 4.3.2;Zapewnienie sprawnej obsługi podatników;;;71383
0004-0003-0002-0001;0004-0003-0002;d;Dysponent;Ministerstwo Finansów;19;;71383
0004-0003-0003;0004-0003;c;Podzadanie 4.3.3;Pobór ceł i udogodnienia w handlu i podróżach przez granicę;;;489704
0004-0003-0003-0001;0004-0003-0003;d;Dysponent;Ministerstwo Finansów;19;;489704
0004-0003-0004;0004-0003;c;Podzadanie 4.3.4;Prowadzenie postępowań egzekucyjnych;;;376816
0004-0003-0004-0001;0004-0003-0004;d;Dysponent;Ministerstwo Finansów;19;;376816
0004-0004;0004;b;Zadanie 4.4;Zarządzanie długiem publicznym;;;38324734
0004-0004-0001;0004-0004;c;Podzadanie 4.4.1;Zarządzanie i obsługa długu krajowego;;;29632592
0004-0004-0001-0001;0004-0004-0001;d;Dysponent;Ministerstwo Finansów;19;;10892
0004-0004-0001-0002;0004-0004-0001;d;Dysponent;Ministerstwo Finansów;79;;29621700
0004-0004-0002;0004-0004;c;Podzadanie 4.4.2;Zarządzanie i obsługa długu zagranicznego;;;8692142
0004-0004-0002-0001;0004-0004-0002;d;Dysponent;Ministerstwo Finansów;19;;2756
0004-0004-0002-0002;0004-0004-0002;d;Dysponent;Ministerstwo Finansów;78;;8689386
0004-0005;0004;b;Zadanie 4.5;Przeciwdziałanie zagrożeniom bezpieczeństwa finansowego państwa;;;313080
0004-0005-0001;0004-0005;c;Podzadanie 4.5.1;Prowadzenie postępowań karnych skarbowych;;;14243
0004-0005-0001-0001;0004-0005-0001;d;Dysponent;Ministerstwo Finansów;19;;14243
0004-0005-0002;0004-0005;c;Podzadanie 4.5.2;Przeciwdziałanie praniu pieniędzy i finansowaniu terroryzmu;;;5917
0004-0005-0002-0001;0004-0005-0002;d;Dysponent;Ministerstwo Finansów;19;;4732
0004-0005-0002-0002;0004-0005-0002;d;Dysponent;Wojewodowie;85;;1185
0004-0005-0003;0004-0005;c;Podzadanie 4.5.3;Wywiad skarbowy;;;49245
0004-0005-0003-0001;0004-0005-0003;d;Dysponent;Ministerstwo Finansów;19;;49245
0004-0005-0004;0004-0005;c;Podzadanie 4.5.4;Ochrona rynku przed przemytem towarów;;;243675
0004-0005-0004-0001;0004-0005-0004;d;Dysponent;Ministerstwo Finansów;19;;243675
0004-0006;0004;b;Zadanie 4.6;Koordynowanie i organizowanie współpracy finansowej, kredytowej i płatniczej z zagranicą oraz w ramach Unii Europejskiej;;;15670444
0004-0006-0001;0004-0006;c;Podzadanie 4.6.1;Nadzór w zakresie finansowych instrumentów wspierania eksportu;;;13744
0004-0006-0001-0001;0004-0006-0001;d;Dysponent;Ministerstwo Finansów;19;;13744
0004-0006-0002;0004-0006;c;Podzadanie 4.6.2;Środki własne UE;;;15656700
0004-0006-0002-0001;0004-0006-0002;d;Dysponent;Ministerstwo Finansów;19;;275
0004-0006-0002-0002;0004-0006-0002;d;Dysponent;Ministerstwo Finansów;84;;15656425
0004-0007;0004;b;Zadanie 4.7;Działania kontrolne w zakresie poboru należności budżetu państwa;;;1024172
0004-0007-0001;0004-0007;c;Podzadanie 4.7.1;Prowadzenie kontroli podatkowych;;;313361
0004-0007-0001-0001;0004-0007-0001;d;Dysponent;Ministerstwo Finansów;19;;313361
0004-0007-0002;0004-0007;c;Podzadanie 4.7.2;Prowadzenie kontroli wykonywanej przez Służbę Celną;;;516943
0004-0007-0002-0001;0004-0007-0002;d;Dysponent;Ministerstwo Finansów;19;;516943
0004-0007-0003;0004-0007;c;Podzadanie 4.7.3;Prowadzenie czynności sprawdzających;;;193868
0004-0007-0003-0001;0004-0007-0003;d;Dysponent;Ministerstwo Finansów;19;;193868
0004-0008;0004;b;Zadanie 4.8;Kontrola skarbowa oraz nadzór nad organami kontroli skarbowej;;;379105
0004-0008-0001;0004-0008;c;Podzadanie 4.8.1;Analiza, zarządzanie i wykorzystywanie danych uzyskanych w wyniku działań organów kontroli skarbowej;;;31123
0004-0008-0001-0001;0004-0008-0001;d;Dysponent;Ministerstwo Finansów;19;;31123
0004-0008-0002;0004-0008;c;Podzadanie 4.8.2;Inicjowanie i prowadzenie postępowań kontrolnych prowadzonych przez organ kontroli skarbowej;;;294620
0004-0008-0002-0001;0004-0008-0002;d;Dysponent;Ministerstwo Finansów;19;;294620
0004-0008-0003;0004-0008;c;Podzadanie 4.8.3;Audyt i kontrola środków pochodzących z UE;;;53362
0004-0008-0003-0001;0004-0008-0003;d;Dysponent;Ministerstwo Finansów;19;;53362
0004-0009;0004;b;Zadanie 4.9;Nadzór nad rynkiem kapitałowym, ubezpieczeniowym, emerytalnym i bankowym;;;207083
0004-0009-0001;0004-0009;c;Podzadanie 4.9.1;Nadzór nad podmiotami rynku kapitałowego;;;37504
0004-0009-0001-0001;0004-0009-0001;d;Dysponent;Ministerstwo Finansów;19;;1021
0004-0009-0001-0002;0004-0009-0001;d;Dysponent;Komisja Nadzoru Finansowego;70;;36483
0004-0009-0002;0004-0009;c;Podzadanie 4.9.2;Nadzór nad działalnością zakładów ubezpieczeń;;;22845
0004-0009-0002-0001;0004-0009-0002;d;Dysponent;Ministerstwo Finansów;19;;550
0004-0009-0002-0002;0004-0009-0002;d;Dysponent;Komisja Nadzoru Finansowego;70;;22295
0004-0009-0003;0004-0009;c;Podzadanie 4.9.3;Nadzór nad działalnością rynku emerytalnego;;;14646
0004-0009-0003-0001;0004-0009-0003;d;Dysponent;Ministerstwo Finansów;19;;459
0004-0009-0003-0002;0004-0009-0003;d;Dysponent;Komisja Nadzoru Finansowego;70;;14187
0004-0009-0004;0004-0009;c;Podzadanie 4.9.4;Nadzór bankowy;;;130802
0004-0009-0004-0001;0004-0009-0004;d;Dysponent;Ministerstwo Finansów;19;;1093
0004-0009-0004-0002;0004-0009-0004;d;Dysponent;Komisja Nadzoru Finansowego;70;;129709
0004-0009-0005;0004-0009;c;Podzadanie 4.9.5;Nadzór nad pośrednikami finansowymi;;;468
0004-0009-0005-0001;0004-0009-0005;d;Dysponent;Ministerstwo Finansów;19;;468
0004-0009-0006;0004-0009;c;Podzadanie 4.9.6;Ochrona interesów nieprofesjonalnych uczestników rynku finansowego;;;818
0004-0009-0006-0001;0004-0009-0006;d;Dysponent;Ministerstwo Finansów;19;;818
0004-0010;0004;b;Zadanie 4.10;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;121878
0004-0010-0001;0004-0010;c;Podzadanie 4.10.1;Utrzymanie systemów informatycznych;;;120164
0004-0010-0001-0001;0004-0010-0001;d;Dysponent;Ministerstwo Finansów;19;;120164
0004-0010-0002;0004-0010;c;Podzadanie 4.10.2;Budowa i wdrożenie rozwiązań informatycznych;;;1714
0004-0010-0002-0001;0004-0010-0002;d;Dysponent;Ministerstwo Finansów;19;;1714
0005;;a;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;;;199435
0005-0001;0005;b;Zadanie 5.1;Gospodarowanie mieniem Skarbu Państwa;;;100255
0005-0001-0001;0005-0001;c;Podzadanie 5.1.1;Przekształcenia własnościowe (prywatyzacja);;;8045
0005-0001-0001-0001;0005-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0005-0001-0001-0002;0005-0001-0001;d;Dysponent;Ministerstwo Skarbu Państwa;36;;7504
0005-0001-0001-0003;0005-0001-0001;d;Dysponent;Wojewodowie;85;;541
0005-0001-0002;0005-0001;c;Podzadanie 5.1.2;Nadzór właścicielski;;;20801
0005-0001-0002-0001;0005-0001-0002;d;Dysponent;Ministerstwo Skarbu Państwa;36;;20029
0005-0001-0002-0002;0005-0001-0002;d;Dysponent;Wojewodowie;85;;772
0005-0001-0003;0005-0001;c;Podzadanie 5.1.3;Zarządzanie mieniem Skarbu Państwa;;;52710
0005-0001-0003-0001;0005-0001-0003;d;Dysponent;Ministerstwo Finansów;19;;14
0005-0001-0003-0002;0005-0001-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0005-0001-0003-0003;0005-0001-0003;d;Dysponent;Ministerstwo Skarbu Państwa;36;;3822
0005-0001-0003-0004;0005-0001-0003;d;Dysponent;Wojewodowie;85;;48874
0005-0001-0004;0005-0001;c;Podzadanie 5.1.4;Regulacja stanu prawnego nieruchomości;;;18699
0005-0001-0004-0001;0005-0001-0004;d;Dysponent;Ministerstwo Skarbu Państwa;36;;999
0005-0001-0004-0002;0005-0001-0004;d;Dysponent;Wojewodowie;85;;17700
0005-0002;0005;b;Zadanie 5.2;Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa);;;40330
0005-0002-0001;0005-0002;c;Podzadanie 5.2.1;Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa;;;35068
0005-0002-0001-0001;0005-0002-0001;d;Dysponent;Ministerstwo Skarbu Państwa;36;;2827
0005-0002-0001-0002;0005-0002-0001;d;Dysponent;Wojewodowie;85;;32241
0005-0002-0002;0005-0002;c;Podzadanie 5.2.2;Rewindykacja mienia i rekompensaty za mienie pozostawione poza granicami państwa;;;5262
0005-0002-0002-0001;0005-0002-0002;d;Dysponent;Wojewodowie;85;;5262
0005-0003;0005;b;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;;;58850
0005-0003-0001;0005-0003;c;Podzadanie 5.3.1;Wykonywanie zastępstwa procesowego;;;45465
0005-0003-0001-0001;0005-0003-0001;d;Dysponent;Prokuratoria Generalna Skarbu Państwa;74;;40604
0005-0003-0001-0002;0005-0003-0001;d;Dysponent;Wojewodowie;85;;4861
0005-0003-0002;0005-0003;c;Podzadanie 5.3.2;Działalność opiniodawcza i legislacyjna;;;13385
0005-0003-0002-0001;0005-0003-0002;d;Dysponent;Ministerstwo Finansów;19;;184
0005-0003-0002-0002;0005-0003-0002;d;Dysponent;Wojewodowie;85;;13201
0006;;a;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;;;2675841
0006-0001;0006;b;Zadanie 6.1;Wzrost konkurencyjności gospodarki;;;658021
0006-0001-0001;0006-0001;c;Podzadanie 6.1.1;Zmiana systemu stanowienia prawa i usprawnienie systemu oceny skutków regulacji;;;858
0006-0001-0001-0001;0006-0001-0001;d;Dysponent;Ministerstwo Gospodarki;20;;858
0006-0001-0002;0006-0001;c;Podzadanie 6.1.2;Tworzenie warunków do zwiększania innowacyjności przedsiębiorstw;;;278711
0006-0001-0002-0001;0006-0001-0002;d;Dysponent;Ministerstwo Gospodarki;20;;278711
0006-0001-0003;0006-0001;c;Podzadanie 6.1.3;Tworzenie warunków dla funkcjonowania przedsiębiorstw;;;102740
0006-0001-0003-0001;0006-0001-0003;d;Dysponent;Ministerstwo Gospodarki;20;;102740
0006-0001-0004;0006-0001;c;Podzadanie 6.1.4;Wspieranie mikro, małych i średnich przedsiębiorstw;;;50524
0006-0001-0004-0001;0006-0001-0004;d;Dysponent;Ministerstwo Gospodarki;20;;50524
0006-0001-0005;0006-0001;c;Podzadanie 6.1.5;System wsparcia inwestorów;;;93008
0006-0001-0005-0001;0006-0001-0005;d;Dysponent;Ministerstwo Gospodarki;20;;93008
0006-0001-0006;0006-0001;c;Podzadanie 6.1.6;Współtworzenie polityki gospodarczej i wspólnej polityki handlowej Unii Europejskiej uwzgledniajacej interesy Polski;;;31500
0006-0001-0006-0001;0006-0001-0006;d;Dysponent;Ministerstwo Gospodarki;20;;31500
0006-0001-0007;0006-0001;c;Podzadanie 6.1.7;Promocja gospodarcza Polski;;;92698
0006-0001-0007-0001;0006-0001-0007;d;Dysponent;Ministerstwo Gospodarki;20;;92698
0006-0001-0008;0006-0001;c;Podzadanie 6.1.8;Intensyfikacja wymiany handlowej w zakresie produktu, usług i kapitału;;;7982
0006-0001-0008-0001;0006-0001-0008;d;Dysponent;Ministerstwo Gospodarki;20;;7982
0006-0002;0006;b;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;;;615772
0006-0002-0001;0006-0002;c;Podzadanie 6.2.1;Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego;;;9959
0006-0002-0001-0001;0006-0002-0001;d;Dysponent;Ministerstwo Gospodarki;20;;9959
0006-0002-0002;0006-0002;c;Podzadanie 6.2.2;Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego;;;453247
0006-0002-0002-0001;0006-0002-0002;d;Dysponent;Ministerstwo Gospodarki;20;;453247
0006-0002-0003;0006-0002;c;Podzadanie 6.2.3;Wspieranie bezpieczeństwa energetycznego;;;16541
0006-0002-0003-0001;0006-0002-0003;d;Dysponent;Ministerstwo Gospodarki;20;;14380
0006-0002-0003-0002;0006-0002-0003;d;Dysponent;Urząd Regulacji Energetyki;50;;1909
0006-0002-0003-0003;0006-0002-0003;d;Dysponent;Wojewodowie;85;;252
0006-0002-0004;0006-0002;c;Podzadanie 6.2.4;Wspieranie wykorzystania odnawialnych źródeł energii i biopaliw ciekłych w transporcie;;;0
0006-0002-0004-0001;0006-0002-0004;d;Dysponent;Ministerstwo Gospodarki;20;;0
0006-0002-0004-0002;0006-0002-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0006-0002-0005;0006-0002;c;Podzadanie 6.2.5;Potencjał gospodarczy na rzecz bezpieczeństwa państwa;;;110699
0006-0002-0005-0001;0006-0002-0005;d;Dysponent;Ministerstwo Gospodarki;20;;110699
0006-0002-0006;0006-0002;c;Podzadanie 6.2.6;Budowa infrastruktury dla energetyki jądrowej;;;25326
0006-0002-0006-0001;0006-0002-0006;d;Dysponent;Ministerstwo Gospodarki;20;;25326
0006-0003;0006;b;Zadanie 6.3;Wspieranie i regulacja rynku telekomunikacyjnego i pocztowego;;;41730
0006-0003-0001;0006-0003;c;Podzadanie 6.3.1;Regulacja rynku usług telekomunikacyjnych i pocztowych;;;39830
0006-0003-0001-0001;0006-0003-0001;d;Dysponent;Ministerstwo Infrastruktury;26;;4212
0006-0003-0001-0002;0006-0003-0001;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;35618
0006-0003-0002;0006-0003;c;Podzadanie 6.3.2;Rekompensowanie operatorom kosztów nieodpłatnego doręczania przesyłek pocztowych ustawowo zwolnionych z opłat;;;1900
0006-0003-0002-0001;0006-0003-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;1900
0006-0004;0006;b;Zadanie 6.4;Wsparcie i promocja turystyki;;;51545
0006-0004-0001;0006-0004;c;Podzadanie 6.4.1;Kreowanie polityki w obszarze turystyki;;;4784
0006-0004-0001-0001;0006-0004-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;4784
0006-0004-0002;0006-0004;c;Podzadanie 6.4.2;Wsparcie produktów turystycznych;;;11535
0006-0004-0002-0001;0006-0004-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;2281
0006-0004-0002-0002;0006-0004-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;9254
0006-0004-0003;0006-0004;c;Podzadanie 6.4.3;Przygotowanie wykwalifikowanych kadr dla turystyki;;;1443
0006-0004-0003-0001;0006-0004-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;335
0006-0004-0003-0002;0006-0004-0003;d;Dysponent;Wojewodowie;85;;1108
0006-0004-0004;0006-0004;c;Podzadanie 6.4.4;Tworzenie i wspieranie systemu marketingu w turystyce;;;33783
0006-0004-0004-0001;0006-0004-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;33783
0006-0005;0006;b;Zadanie 6.5;Wykonywanie czynności z dziedziny metrologii i probiernictwa;;;126631
0006-0005-0001;0006-0005;c;Podzadanie 6.5.1;Wykonywanie czynności z dziedziny metrologii na potrzeby podmiotów funkcjonujących w gospodarce;;;115683
0006-0005-0001-0001;0006-0005-0001;d;Dysponent;Główny Urząd Miar;64;;115683
0006-0005-0002;0006-0005;c;Podzadanie 6.5.2;Badanie i cechowanie wyrobów z metali szlachetnych oraz nadzór nad obrotem tymi wyrobami;;;10948
0006-0005-0002-0001;0006-0005-0002;d;Dysponent;Główny Urząd Miar;64;;10948
0006-0006;0006;b;Zadanie 6.6;Wykonywanie czynności z zakresu ochrony własności intelektualnej;;;138292
0006-0006-0001;0006-0006;c;Podzadanie 6.6.1;Prawa wyłączne;;;35737
0006-0006-0001-0001;0006-0006-0001;d;Dysponent;Urząd Patentowy RP;61;;35737
0006-0006-0002;0006-0006;c;Podzadanie 6.6.2;Upowszechnianie i promowanie ochrony własności przemysłowej oraz współpraca międzynarodowa;;;10919
0006-0006-0002-0001;0006-0006-0002;d;Dysponent;Urząd Patentowy RP;61;;10919
0006-0006-0003;0006-0006;c;Podzadanie 6.6.3;Egzekwowanie zakazów i ograniczeń związanych z posiadaniem, rozpowszechnianiem lub obrotem towarami;;;91636
0006-0006-0003-0001;0006-0006-0003;d;Dysponent;Ministerstwo Finansów;19;;91636
0006-0007;0006;b;Zadanie 6.7;Organizacja i promocja działalności normalizacyjnej;;;25588
0006-0007-0001;0006-0007;c;Podzadanie 6.7.1;Organizowanie działalności normalizacyjnej łącznie z realizacją zadań wynikających z członkostwa w Unii Europejskiej;;;12866
0006-0007-0001-0001;0006-0007-0001;d;Dysponent;Polski Komitet Normalizacyjny;65;;12866
0006-0007-0002;0006-0007;c;Podzadanie 6.7.2;Propagowanie informacji normalizacyjnej;;;12722
0006-0007-0002-0001;0006-0007-0002;d;Dysponent;Polski Komitet Normalizacyjny;65;;12722
0006-0008;0006;b;Zadanie 6.8;Nadzór nad rynkiem energii;;;25761
0006-0008-0001;0006-0008;c;Podzadanie 6.8.1;Regulacja działania przedsiębiorstw energetycznych w obszarach niekonkurencyjnych i reglamentowanych;;;20668
0006-0008-0001-0001;0006-0008-0001;d;Dysponent;Urząd Regulacji Energetyki;50;;20668
0006-0008-0002;0006-0008;c;Podzadanie 6.8.2;Promowanie konkurencji na rynku energii;;;2651
0006-0008-0002-0001;0006-0008-0002;d;Dysponent;Urząd Regulacji Energetyki;50;;2651
0006-0008-0003;0006-0008;c;Podzadanie 6.8.3;Realizacja polityki regulacyjnej z uwzględnieniem ochrony środowiska;;;1470
0006-0008-0003-0001;0006-0008-0003;d;Dysponent;Urząd Regulacji Energetyki;50;;1470
0006-0008-0004;0006-0008;c;Podzadanie 6.8.4;Współpraca w integracji rynku europejskiego;;;972
0006-0008-0004-0001;0006-0008-0004;d;Dysponent;Urząd Regulacji Energetyki;50;;972
0006-0009;0006;b;Zadanie 6.9;Nadzór i kontrola nad zakładami górniczymi oraz zakładami wykonującymi roboty geologiczne;;;40534
0006-0009-0001;0006-0009;c;Podzadanie 6.9.1;Nadzór i kontrola nad bezpieczeństwem, higieną pracy i ochroną zdrowia;;;19753
0006-0009-0001-0001;0006-0009-0001;d;Dysponent;Wyższy Urząd Górniczy;60;;19753
0006-0009-0002;0006-0009;c;Podzadanie 6.9.2;Nadzór i kontrola nad bezpieczeństwem wyrobów przeznaczonych do stosowania w zakładach górniczych;;;12180
0006-0009-0002-0001;0006-0009-0002;d;Dysponent;Wyższy Urząd Górniczy;60;;12180
0006-0009-0003;0006-0009;c;Podzadanie 6.9.3;Nadzór i kontrola nad zagospodarowaniem przestrzennym, ochroną środowiska i gospodarką złożem;;;6597
0006-0009-0003-0001;0006-0009-0003;d;Dysponent;Wyższy Urząd Górniczy;60;;6597
0006-0009-0004;0006-0009;c;Podzadanie 6.9.4;Nadzór i kontrola nad projektowaniem, budową, utrzymaniem i rozbiórką obiektów budowlanych zakładów górniczych;;;2004
0006-0009-0004-0001;0006-0009-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0006-0009-0004-0002;0006-0009-0004;d;Dysponent;Wyższy Urząd Górniczy;60;;2004
0006-0010;0006;b;Zadanie 6.10;Statystyka publiczna;;;696274
0006-0010-0001;0006-0010;c;Podzadanie 6.10.1;Organizowanie i prowadzenie badań statystycznych;;;280614
0006-0010-0001-0001;0006-0010-0001;d;Dysponent;Ministerstwo Finansów;19;;294
0006-0010-0001-0002;0006-0010-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;1834
0006-0010-0001-0003;0006-0010-0001;d;Dysponent;Główny Urząd Statystyczny;58;;278486
0006-0010-0002;0006-0010;c;Podzadanie 6.10.2;Badania i analizy statystyczne;;;2966
0006-0010-0002-0001;0006-0010-0002;d;Dysponent;Główny Urząd Statystyczny;58;;2966
0006-0010-0003;0006-0010;c;Podzadanie 6.10.3;Przeprowadzanie spisów powszechnych;;;317600
0006-0010-0003-0001;0006-0010-0003;d;Dysponent;Główny Urząd Statystyczny;58;;317600
0006-0010-0004;0006-0010;c;Podzadanie 6.10.4;Udostępnianie i upowszechnianie wyników informacji statystycznych oraz innych opracowań;;;53259
0006-0010-0004-0001;0006-0010-0004;d;Dysponent;Ministerstwo Finansów;19;;128
0006-0010-0004-0002;0006-0010-0004;d;Dysponent;Główny Urząd Statystyczny;58;;53131
0006-0010-0005;0006-0010;c;Podzadanie 6.10.5;Prowadzenie krajowych rejestrów urzędowych;;;41835
0006-0010-0005-0001;0006-0010-0005;d;Dysponent;Główny Urząd Statystyczny;58;;41780
0006-0010-0005-0002;0006-0010-0005;d;Dysponent;Wojewodowie;85;;55
0006-0011;0006;b;Zadanie 6.11;Nadzór nad bezpieczeństwem jądrowym i ochroną radiologiczną;;;95716
0006-0011-0001;0006-0011;c;Podzadanie 6.11.1;Nadzór nad spełnieniem warunków bezpieczeństwa jądrowego i ochrony radiologicznej w działalnościach związanych z pokojowym wykorzystaniem energii atomowej;;;11602
0006-0011-0001-0001;0006-0011-0001;d;Dysponent;Państwowa Agencja Atomistyki;68;;11602
0006-0011-0002;0006-0011;c;Podzadanie 6.11.2;Ocena sytuacji radiacyjnej kraju;;;1857
0006-0011-0002-0001;0006-0011-0002;d;Dysponent;Państwowa Agencja Atomistyki;68;;1857
0006-0011-0003;0006-0011;c;Podzadanie 6.11.3;Wypełnianie zobowiązań międzynarodowych Polski;;;82257
0006-0011-0003-0001;0006-0011-0003;d;Dysponent;Państwowa Agencja Atomistyki;68;;82257
0006-0012;0006;b;Zadanie 6.12;Ochrona konkurencji i konsumentów;;;150652
0006-0012-0001;0006-0012;c;Podzadanie 6.12.1;Ochrona konkurencji;;;16127
0006-0012-0001-0001;0006-0012-0001;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;7100
0006-0012-0001-0002;0006-0012-0001;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;8127
0006-0012-0001-0003;0006-0012-0001;d;Dysponent;Wojewodowie;85;;900
0006-0012-0002;0006-0012;c;Podzadanie 6.12.2;Ochrona konsumentów i nadzór rynku;;;85392
0006-0012-0002-0001;0006-0012-0002;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;21470
0006-0012-0002-0002;0006-0012-0002;d;Dysponent;Wojewodowie;85;;63922
0006-0012-0003;0006-0012;c;Podzadanie 6.12.3;Pomoc publiczna;;;2460
0006-0012-0003-0001;0006-0012-0003;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;2460
0006-0012-0004;0006-0012;c;Podzadanie 6.12.4;Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych;;;43749
0006-0012-0004-0001;0006-0012-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;17160
0006-0012-0004-0002;0006-0012-0004;d;Dysponent;Wojewodowie;85;;26589
0006-0012-0005;0006-0012;c;Podzadanie 6.12.5;System oceny zgodności;;;2924
0006-0012-0005-0001;0006-0012-0005;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;2924
0006-0013;0006;b;Zadanie 6.13;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;9325
0006-0013-0001;0006-0013;c;Podzadanie 6.13.1;Utrzymanie systemów informatycznych;;;7685
0006-0013-0001-0001;0006-0013-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;1315
0006-0013-0001-0002;0006-0013-0001;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;6370
0006-0013-0002;0006-0013;c;Podzadanie 6.13.2;Budowa i wdrożenie rozwiązań informatycznych;;;1640
0006-0013-0002-0001;0006-0013-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;359
