ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-290;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Katowicach);POIS.15.01.00-00-206/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,846,543.00;1,230,000.00;1,045,500.00;1,045,500.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Katowicach;9542239831;40-035;Katowice;Œl¹skie;Powiat m. Katowice;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-206/09-01;Tak;2010/07/01;2010/09/10
33-291;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Kielcach);POIS.15.01.00-00-207/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,360,404.00;861,554.00;732,320.90;732,320.90;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Kielcach;9590832923;25-311;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-207/09-01;Tak;2010/07/01;2010/09/13
33-292;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Krakowie);POIS.15.01.00-00-208/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,219,204.00;633,500.00;538,475.00;538,475.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Krakowie;6761026884;31-002;Kraków;Ma³opolskie;Powiat m. Kraków;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-208/09-01;Tak;2010/07/01;2010/09/09
33-293;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Lublinie);POIS.15.01.00-00-209/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,268,464.00;626,735.00;532,724.75;532,724.75;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Lublinie;7121004696;20-074;Lublin;Lubelskie;Powiat m. Lublin;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-209/09-01;Tak;2010/07/01;2010/09/09
33-294;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w £odzi);POIS.15.01.00-00-210/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;586,011.00;555,497.00;472,172.45;472,172.45;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w £odzi ;7272755012;90-562;£ódŸ;£ódzkie;Powiat m. £ódŸ;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-210/09-01;Tak;2010/07/01;2010/09/13
33-295;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Olsztynie);POIS.15.01.00-00-211/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;2,309,772.00;1,430,956.00;1,216,312.60;1,216,312.60;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Olsztynie;7391296154;10-026;Olsztyn;Warmiñsko-mazurskie;Powiat m. Olsztyn;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-211/09-01;Tak;2010/07/01;2010/09/13
33-296;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Opolu);POIS.15.01.00-00-212/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;808,467.00;808,467.00;687,196.95;687,196.95;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Opolu;7541156160;45-018;Opole;Opolskie;Powiat m. Opole;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-212/09-01;Tak;2010/09/10;2010/09/10
33-297;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Poznaniu);POIS.15.01.00-00-213/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;2,598,440.00;966,869.00;821,838.65;821,838.65;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Poznaniu;7781134790;60-541;Poznañ;Wielkopolskie;Powiat m. Poznañ;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-213/09-01-K01;Tak;2010/07/05;2010/09/09
33-298;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Rzeszowie);POIS.15.01.00-00-214/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;869,579.00;641,813.00;545,541.05;545,541.05;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Rzeszowie;8131096967;35-025;Rzeszów;Podkarpackie;Powiat m. Rzeszów;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-214/09-01;Tak;2010/07/01;2010/09/10
33-299;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Szczecinie);POIS.15.01.00-00-215/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,213,336.00;1,213,336.00;1,031,335.60;1,031,335.60;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Szczecinie;8510010504;71-323;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-215/09-01;Nie;2010/07/01;2010/09/09
33-300;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Toruniu);POIS.15.01.00-00-216/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,250,657.00;988,488.00;840,214.80;840,214.80;Wojewódzki Fundusz Ochrony Srodowiska i Gospodarki Wodnej w Toruniu;9561223682;88-100;Toruñ;Kujawsko-pomorskie;Powiat inowroc³awski;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-216/09-01;Tak;2010/07/01;2010/09/10
33-301;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Warszawie);POIS.15.01.00-00-217/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,329,534.00;910,255.00;773,716.75;773,716.75;Wojewódzki Fundusz Ochrony Œrodowiska w Warszawie;5252088391;02-743;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-217/09-01;Tak;2010/07/01;2010/09/08
33-302;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW we Wroc³awiu);POIS.15.01.00-00-218/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;896,534.00;710,331.00;603,781.35;603,781.35;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej we Wroc³awiu;8961001536;53-148;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-218/09-01;Tak;2010/07/01;2010/09/13
33-303;33;Projekt;RPD sektora œrodowisko na 2009 rok (CKPŒ);POIS.15.01.00-00-220/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;2,067,518.96;1,789,144.43;1,520,772.76;1,520,772.76;Centrum Koordynacji Projektów Œrodowiskowych;7010041263;02-362;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.01.00-00-220/09-01;Tak;2010/09/20;2010/10/12
33-304;33;Projekt;RPD sektora transport na rok 2010 (MI);POIS.15.01.00-00-301/10-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,261,200.00;1,261,200.00;1,261,200.00;1,072,020.00;MINISTERSTWO INFRASTRUKTURY;7010095164;00-928;WARSZAWA;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.15.01.00-00-301/10-02;Nie;2010/12/29;2011/01/03
33-305;33;Projekt;RPD sektora transportu na rok 2009 (CUPT);POIS.15.01.00-00-302/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;28,345,547.00;28,345,547.00;28,345,547.00;24,093,714.95;Centrum Unijnych Projektów Transportowych;7010071270;00-203;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.01.00-00-302/09-01;Tak;2010/01/20;2010/01/22
33-306;33;Projekt;RPD sektora energetyka na rok 2010 (MG);POIS.15.01.00-00-401/10-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;786,550.00;786,550.00;786,550.00;668,567.50;Ministerstwo Gospodarki;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.15.01.00-00-401/10-02;Nie;2010/12/23;2010/12/31
33-307;33;Projekt;RPD sektora energetyka za rok 2009 (NFOŒiGW);POIS.15.01.00-00-402/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;5,810,362.00;2,644,310.00;2,247,663.50;2,247,663.50;Narodowy Fundusz Ochrony Œrodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-402/09-04;Tak;2010/01/29;2010/02/09
33-308;33;Projekt;RPD sektora energetyka za rok 2009 (IPiEO);POIS.15.01.00-00-403/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;3,643,622.00;3,448,822.00;3,448,822.00;2,931,498.70;Instytut Paliw i Energii Odnawialnej;5250009418;03-301;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.01.00-00-403/09-05-K02;Tak;2010/01/29;2010/02/09
33-309;33;Projekt;RPD sektora energetyka na rok 2010 (IPiEO);POIS.15.01.00-00-403/10-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;750,000.00;650,000.00;650,000.00;552,500.00;Instytut Paliw i Enegrii Odnawialnej;5250009418;03-301;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.01.00-00-403/10-03-K01;Tak;2010/04/20;2010/04/26
33-310;33;Projekt;RPD sektora energetyka za rok 2009 (INiG);POIS.15.01.00-00-404/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;2,400,163.00;2,399,900.00;2,399,900.00;2,039,915.00;Instytut Nafty i Gazu;6750001277;31-503;Kraków;Ma³opolskie;Powiat m. Kraków;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.01.00-00-404/09-03;Nie;2010/01/29;2010/02/09
33-311;33;Projekt;RPD sektora œrodowisko na rok 2009 (MŒ);POIS.15.02.00-00-201/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;1,542,416.00;1,542,416.00;1,542,416.00;1,311,053.60;Ministerstwo Œrodowiska;5261647453;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;;;2010/08/24;2010/09/13
33-312;33;Projekt;RPD sektora œrodowisko na 2009 rok (NFOŒiGW);POIS.15.02.00-00-202/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;457,499.00;457,499.00;388,874.15;388,874.15;Narodowy Fundusz Ochrony Œrodowiska i Gospodarki Wodnej;5220018559;02-673;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - du¿e przedsiêbiorstwo;00 Nie dotyczy;;;2010/09/20;2010/11/29
33-313;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Bia³ymstoku);POIS.15.02.00-00-203/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;50,000.00;50,000.00;42,500.00;42,500.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Bia³ymstoku;5421952597;15-879;Bia³ystok;Podlaskie;Powiat m. Bia³ystok;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-203/09-01;Tak;2010/07/01;2010/09/08
33-314;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Gdañsku);POIS.15.02.00-00-204/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;74,600.00;74,600.00;63,410.00;63,410.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-204/09-01;Tak;2010/07/02;2010/09/09
33-315;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Zielonej Górze);POIS.15.02.00-00-205/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;27,384.00;27,384.00;23,276.40;23,276.40;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Zielonej Górze;9730277026;65-364;Zielona Góra;Lubuskie;Powiat m. Zielona Góra;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-205/09-01;Tak;2010/07/01;2010/09/09
33-316;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Katowicach);POIS.15.02.00-00-206/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;124,200.00;124,200.00;105,570.00;105,570.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Katowicach;9542239831;40-035;Katowice;Œl¹skie;Powiat m. Katowice;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-206/09-01;Tak;2010/07/01;2010/09/10
33-317;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Kielcach);POIS.15.02.00-00-207/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;20,412.00;20,412.00;17,350.20;17,350.20;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Kielcach;9590832923;25-311;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-207/09-01;Tak;2010/07/01;2010/09/13
33-318;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Krakowie);POIS.15.02.00-00-208/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;66,000.00;66,000.00;56,100.00;56,100.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Krakowie;6761026884;31-002;Kraków;Ma³opolskie;Powiat m. Kraków;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-208/09-01;Tak;2010/07/01;2010/09/09
33-319;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Lublinie);POIS.15.02.00-00-209/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;45,484.00;45,484.00;38,661.40;38,661.40;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Lublinie;7121004696;20-074;Lublin;Lubelskie;Powiat m. Lublin;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-209/09-01;Tak;2010/07/01;2010/09/09
33-320;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w £odzi);POIS.15.02.00-00-210/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;63,500.00;63,500.00;53,975.00;53,975.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w £odzi ;7272755012;90-562;£ódŸ;£ódzkie;Powiat m. £ódŸ;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-210/09-01;Tak;2010/07/01;2010/09/10
33-321;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Olsztynie);POIS.15.02.00-00-211/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;148,741.00;148,741.00;126,429.85;126,429.85;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Olsztynie;7391296154;10-026;Olsztyn;Warmiñsko-mazurskie;Powiat m. Olsztyn;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-211/09-01;Tak;2010/07/01;2010/09/22
33-322;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Opolu);POIS.15.02.00-00-212/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;50,050.00;50,050.00;42,542.50;42,542.50;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Opolu;7541156160;45-018;Opole;Opolskie;Powiat m. Opole;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-212/09-01;Tak;2010/07/01;2010/09/10
33-323;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Poznaniu);POIS.15.02.00-00-213/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;133,500.00;133,500.00;113,475.00;113,475.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Poznaniu;7781134790;60-541;Poznañ;Wielkopolskie;Powiat m. Poznañ;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-213/09-01;Tak;2010/07/05;2010/09/09
33-324;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Rzeszowie);POIS.15.02.00-00-214/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;24,400.00;24,400.00;20,740.00;20,740.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Rzeszowie;8131096967;35-025;Rzeszów;Podkarpackie;Powiat m. Rzeszów;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-214/09-01;Tak;2010/07/01;2010/09/10
33-325;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Szczecinie);POIS.15.02.00-00-215/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;129,000.00;129,000.00;109,650.00;109,650.00;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Szczecinie;8510010504;71-323;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-215/09-01;Nie;2010/07/01;2010/09/09
33-326;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Toruniu);POIS.15.02.00-00-216/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;42,000.00;42,000.00;35,700.00;35,700.00;Wojewódzki Fundusz Ochrony Srodowiska i Gospodarki Wodnej w Toruniu;9561223682;88-100;Toruñ;Kujawsko-pomorskie;Powiat inowroc³awski;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-216/09-01;Tak;2010/07/01;2010/09/10
33-327;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW w Warszawie);POIS.15.02.00-00-217/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;36,252.00;36,252.00;30,814.20;30,814.20;Wojewódzki Fundusz Ochrony Œrodowiska w Warszawie;5252088391;02-743;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-217/09-01;Tak;2010/07/01;2010/09/08
33-328;33;Projekt;RPD sektora œrodowisko na 2009 rok (WFOŒiGW we Wroc³awiu);POIS.15.02.00-00-218/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;190,297.00;190,297.00;161,752.45;161,752.45;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej we Wroc³awiu;8961001536;53-148;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-218/09-01;Tak;2010/07/01;2010/09/13
33-329;33;Projekt;RPD sektora œrodowisko na 2009 rok (CKPŒ);POIS.15.02.00-00-220/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;72,597.57;72,597.57;61,707.94;61,707.94;Centrum Koordynacji Projektów Œrodowiskowych;7010041263;02-362;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.02.00-00-220/09-01;Tak;2010/07/01;2010/10/18
33-330;33;Projekt;RPD sektora transport na rok 2010 (MI);POIS.15.02.00-00-301/10-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;774,200.00;774,200.00;774,200.00;658,070.00;MINISTERSTWO INFRASTRUKTURY;7010095164;00-928;WARSZAWA;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.15.02.00-00-301/10-02;Nie;2010/12/29;2011/01/03
33-331;33;Projekt;RPD sektota transportu na rok 2009 (CUPT);POIS.15.02.00-00-302/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;950,000.00;950,000.00;950,000.00;807,500.00;Centrum Unijnych Projektów Transportowych;7010071270;00-203;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.02.00-00-302/09-01;Tak;2010/01/20;2010/01/22
33-332;33;Projekt;RPD sektora energetyka na rok 2010 (MG);POIS.15.02.00-00-401/10-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;550,000.00;550,000.00;550,000.00;467,500.00;Ministerstwo Gospodarki;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.15.02.00-00-401/10-02;Nie;2010/12/23;2011/01/03
33-333;33;Projekt;RPD sektora energetyka za rok 2009 (NFOŒiGW);POIS.15.02.00-00-402/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;186,200.00;186,200.00;158,270.00;158,270.00;Narodowy Fundusz Ochrony Œrodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;fundusz - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.02.00-00-402/09-03;Tak;2010/01/29;2010/02/09
33-334;33;Projekt;RPD sektora energetyka za rok 2009 (IPiEO);POIS.15.02.00-00-403/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;223,500.00;213,200.00;213,200.00;181,220.00;Instytut Paliw i Energii Odnawialnej;5250009418;03-301;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.02.00-00-403/09-05-K01;Tak;2010/01/29;2010/02/09
33-335;33;Projekt;RPD sektora energetyka za rok 2009 (INiG);POIS.15.02.00-00-404/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.02.00;;133,400.00;133,400.00;133,400.00;113,390.00;Instytut Nafty i Gazu;6750001277;31-503;Kraków;Ma³opolskie;Powiat m. Kraków;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.15.02.00-00-404/09-03;Nie;2010/01/29;2010/02/09
