ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oś priorytetowa <Kod>;Działanie <Kod>;Poddziałanie <Kod>;Wartość ogółem;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowość;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu;Projekt zakończony (Wniosek o płatność końcową);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
12-61-01-7;12-61-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;724,950.00;585,000.00;408,562.50;347,278.13;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
12-62;12;Powiat;Powiat m. Nowy Sącz;;;;;;724950.0;585000.0;408562.5;347278.13;;;;;;;;;;;;;
12-62-01;12-62;Gmina;M. Nowy Sącz;;;;;;724950.0;585000.0;408562.5;347278.13;;;;;;;;;;;;;
12-62-01-1;12-62-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;724,950.00;585,000.00;408,562.50;347,278.13;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
12-63;12;Powiat;Powiat m. Tarnów;;;;;;31345648.25;26957503.54;17771930.15;15106140.63;;;;;;;;;;;;;
12-63-01;12-63;Gmina;M. Tarnów;;;;;;31345648.25;26957503.54;17771930.15;15106140.63;;;;;;;;;;;;;
12-63-01-1;12-63-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;724,950.00;585,000.00;408,562.50;347,278.13;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
12-11-09;12-11;Gmina;Nowy Targ - miasto;;;;;;724950.0;585000.0;408562.5;347278.13;;;;;;;;;;;;;
12-11-09-1;12-11-09;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;724,950.00;585,000.00;408,562.50;347,278.13;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
12-13-06;12-13;Gmina;Oświęcim - miasto;;;;;;32771827.5;32631877.5;19636689.0;16691185.66;;;;;;;;;;;;;
12-13-06-1;12-13-06;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;724,950.00;585,000.00;408,562.50;347,278.13;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
12-18-01-2;12-18-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;362,475.00;292,500.00;204,281.25;173,639.06;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
12-18-09;12-18;Gmina;Wadowice;;;;;;362475.0;292500.0;204281.25;173639.06;;;;;;;;;;;;;
12-18-09-1;12-18-09;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;362,475.00;292,500.00;204,281.25;173,639.06;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
18-03;18;Powiat;Powiat dębicki;;;;;;828514.29;668571.43;466928.57;396889.29;;;;;;;;;;;;;
18-03-04;18-03;Gmina;Dębica - miasto;;;;;;828514.29;668571.43;466928.57;396889.29;;;;;;;;;;;;;
18-03-04-1;18-03-04;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;828,514.29;668,571.43;466,928.57;396,889.29;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
18-61;18;Powiat;Powiat m. Krosno;;;;;;13153242.97;10787200.11;6585557.25;5615517.97;;;;;;;;;;;;;
18-61-01;18-61;Gmina;M. Krosno;;;;;;13153242.97;10787200.11;6585557.25;5615517.97;;;;;;;;;;;;;
18-61-01-1;18-61-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;828,514.29;668,571.43;466,928.57;396,889.29;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
18-62;18;Powiat;Powiat m. Przemyśl;;;;;;947142.97;787200.11;585557.25;515517.97;;;;;;;;;;;;;
18-62-01;18-62;Gmina;M. Przemyśl;;;;;;947142.97;787200.11;585557.25;515517.97;;;;;;;;;;;;;
18-62-01-1;18-62-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;828,514.29;668,571.43;466,928.57;396,889.29;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
18-63-01-2;18-63-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;828,514.29;668,571.43;466,928.57;396,889.29;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
18-64;18;Powiat;Powiat m. Tarnobrzeg;;;;;;947142.97;787200.11;585557.25;515517.97;;;;;;;;;;;;;
18-64-01;18-64;Gmina;M. Tarnobrzeg;;;;;;947142.97;787200.11;585557.25;515517.97;;;;;;;;;;;;;
18-64-01-1;18-64-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;828,514.29;668,571.43;466,928.57;396,889.29;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
18-11;18;Powiat;Powiat mielecki;;;;;;19902026.72;18765321.16;11318243.75;9621365.41;;;;;;;;;;;;;
18-11-05;18-11;Gmina;Mielec - miasto;;;;;;828514.29;668571.43;466928.57;396889.29;;;;;;;;;;;;;
18-11-05-1;18-11-05;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;828,514.29;668,571.43;466,928.57;396,889.29;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
18-18;18;Powiat;Powiat stalowowolski;;;;;;1046589.29;847321.43;565366.07;480561.17;;;;;;;;;;;;;
18-18-01;18-18;Gmina;Stalowa Wola;;;;;;1046589.29;847321.43;565366.07;480561.17;;;;;;;;;;;;;
18-18-01-1;18-18-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;828,514.29;668,571.43;466,928.57;396,889.29;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
26;;Województwo;Świętokrzyskie;;;;;;292448375.67;271235045.22;190195579.03;163706844.5;;;;;;;;;;;;;
26-61;26;Powiat;Powiat m. Kielce;;;;;;127577739.6;122840457.35;113397075.49;97919395.09;;;;;;;;;;;;;
26-61-01;26-61;Gmina;M. Kielce;;;;;;127577739.6;122840457.35;113397075.49;97919395.09;;;;;;;;;;;;;
26-61-01-1;26-61-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;1,449,900.00;1,170,000.00;817,125.00;694,556.25;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
26-07;26;Powiat;Powiat ostrowiecki;;;;;;1449900.0;1170000.0;817125.0;694556.25;;;;;;;;;;;;;
26-07-01;26-07;Gmina;Ostrowiec Świętokrzyski;;;;;;1449900.0;1170000.0;817125.0;694556.25;;;;;;;;;;;;;
26-07-01-1;26-07-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;1,449,900.00;1,170,000.00;817,125.00;694,556.25;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
26-10;26;Powiat;Powiat skarżyski;;;;;;1449900.0;1170000.0;817125.0;694556.25;;;;;;;;;;;;;
26-10-01;26-10;Gmina;Skarżysko-Kamienna;;;;;;1449900.0;1170000.0;817125.0;694556.25;;;;;;;;;;;;;
26-10-01-1;26-10-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;1,449,900.00;1,170,000.00;817,125.00;694,556.25;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
26-11;26;Powiat;Powiat starachowicki;;;;;;1449900.0;1170000.0;817125.0;694556.25;;;;;;;;;;;;;
26-11-01;26-11;Gmina;Starachowice;;;;;;1449900.0;1170000.0;817125.0;694556.25;;;;;;;;;;;;;
26-11-01-1;26-11-01;Projekt;Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.;POIG.04.04.00-12-043/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;1,449,900.00;1,170,000.00;817,125.00;694,556.25;InPost Sp. z o.o.;6792895061;30-624;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/07/19
12-63-01-2;12-63-01;Projekt;Dywersyfikacja produkcji ZEK poprzez budowę zakładu produkcji zastrzeżonych siatek zbrojeniowych.;POIG.04.04.00-12-044/08-06;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;18,961,088.72;15,541,876.00;10,879,313.20;9,247,416.22;Zakład Elementów Konstrukcyjnych Spółka z ograniczoną odpowiedzialnością;5212633267;02-661;Warszawa;Mazowieckie;Powiat m. st. Warszawa;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2011/04/01
12-19;12;Powiat;Powiat wielicki;;;;;;54704397.4;44994146.97;28144193.18;23922564.2;;;;;;;;;;;;;
12-19-04;12-19;Gmina;Niepołomice;;;;;;54704397.4;44994146.97;28144193.18;23922564.2;;;;;;;;;;;;;
12-19-04-1;12-19-04;Projekt;Zakup i wdrożenie innowacyjnej segmentowej zintegrowanej linii do produkcji nowych na świecie zespołów rurowych silników samolotowych.;POIG.04.04.00-12-046/08-06;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;42,314,756.94;33,517,097.00;20,110,258.20;17,093,719.47;KREISLER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;6792835716;32-005;Niepołomice;Małopolskie;Powiat wielicki;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2011/04/21
12-18-03;12-18;Gmina;Kalwaria Zebrzydowska;;;;;;19947000.0;16225000.0;11357500.0;9653875.0;;;;;;;;;;;;;
12-18-03-1;12-18-03;Projekt;"Przygotowanie do wprowadzenie na rynek nowego innowacyjnego wyrobu przez firmę ""OPAX"" ZBIGNIEW I JERZY OPYRCHAŁ SPÓŁKA JAWNA";POIG.04.04.00-12-048/08-06;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;19,947,000.00;16,225,000.00;11,357,500.00;9,653,875.00;"""OPAX"" ZBIGNIEW I JERZY OPYRCHAŁ SPÓŁKA JAWNA";5511009022;34-130;Kalwaria Zebrzydowska;Małopolskie;Powiat wadowicki;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka jawna - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/12/01
12-13-06-2;12-13-06;Projekt;Budowa nowego przedsiębiorstwa w oparciu o innowacyjną technologię konstrukcji form;POIG.04.04.00-12-049/08-10;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;32,046,877.50;32,046,877.50;19,228,126.50;16,343,907.53;IPB POLSKA SP. Z O.O.;1070009604;00-103;Warszawa;Mazowieckie;Powiat m. st. Warszawa;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2011/05/05
12-19-04-2;12-19-04;Projekt;Innowacyjna technologia recyklingu tworzyw sztucznych;POIG.04.04.00-12-053/08-09;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;12,389,640.46;11,477,049.97;8,033,934.98;6,828,844.73;"""Olimar"" Sp. z o.o.";6762189766;30-390;Kraków;Małopolskie;Powiat m. Kraków;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2011/05/26
12-63-01-3;12-63-01;Projekt;"""Wprowadzenie innowacyjnych technologii produkcyjnych w przedsiębiorstwie WIPLAST SP. Z O.O. w oparciu o patenty firmy WINDMOLLER&HOLSCHER""";POIG.04.04.00-12-055/08-06;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;10,321,053.60;9,728,861.87;5,837,317.12;4,961,719.55;WIPLAST Sp.z o.o.;9930285119;33-101;Tarnów;Małopolskie;Powiat m. Tarnów;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2011/03/01
14-14;14;Powiat;Powiat nowodworski;;;;;;187982814.92;153461685.2;69618730.96;59175921.32;;;;;;;;;;;;;
14-14-01;14-14;Gmina;Nowy Dwór Mazowiecki;;;;;;123654476.77;102436442.99;40974577.19;34828390.62;;;;;;;;;;;;;
14-14-01-1;14-14-01;Projekt;Dywersyfikacja produkcji poprzez wdrożenie innowacyjnej technologii produkcji wkładów do zmywarek;POIG.04.04.00-14-003/08-07;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;38,488,640.64;22,403,271.24;8,961,308.49;7,617,112.22;Reckitt Benckiser Production (Poland) Spółka z ograniczoną odpowiedzialnością;5272525794;05-100;Nowy Dwór Mazowiecki;Mazowieckie;Powiat legionowski / Powiat nowodworski;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/11/05
14-07;14;Powiat;Powiat kozienicki;;;;;;10845800.0;8390000.0;4195000.0;3565750.0;;;;;;;;;;;;;
14-07-05;14-07;Gmina;Kozienice;;;;;;10845800.0;8390000.0;4195000.0;3565750.0;;;;;;;;;;;;;
14-07-05-1;14-07-05;Projekt;Wdrożenie technologii produkcji wsporników paletowych z trocin pozyskiwanych drogą recyklingu;POIG.04.04.00-14-007/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;10,845,800.00;8,390,000.00;4,195,000.00;3,565,750.00;EP Serwis Spółka z ograniczoną odpowiedzialnością;8120009769;26-900;Łuczynów;Mazowieckie;Powiat kozienicki;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/08/05
14-18-04-2;14-18-04;Projekt;Zakup oraz wdrożenie technologii masteringu i relplikacji płyt Blu-ray.;POIG.04.04.00-14-008/08-03;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;53,678,729.37;43,318,666.11;17,327,466.43;14,728,346.47;Technicolor Polska Sp. z o.o.;1230007489;05-500;Piaseczno;Mazowieckie;Powiat piaseczyński / Powiat sochaczewski;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/11/15
14-63;14;Powiat;Powiat m. Radom;;;;;;15183659.0;12916539.07;5166615.63;4391623.29;;;;;;;;;;;;;
14-63-01;14-63;Gmina;M. Radom;;;;;;15183659.0;12916539.07;5166615.63;4391623.29;;;;;;;;;;;;;
14-63-01-1;14-63-01;Projekt;Dywersyfikacja produkcji poprzez rozpoczęcie wytwarzania innowacyjnych maszyn dla przemysłu tytoniowego.;POIG.04.04.00-14-011/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;15,183,659.00;12,916,539.07;5,166,615.63;4,391,623.29;International Tobacco Machinery Poland Sp. z o.o.;7960035567;26-600;Radom;Mazowieckie;Powiat m. Radom;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo;00 Nie dotyczy;POIG.04.04.00-14-011/08-03;Nie;2008/12/30;2010/09/15
14-32;14;Powiat;Powiat warszawski zachodni;;;;;;21549230.9;16036159.6;8020089.8;6817076.34;;;;;;;;;;;;;
14-32-07;14-32;Gmina;Stare Babice;;;;;;21497523.0;15993864.6;7996932.3;6797392.46;;;;;;;;;;;;;
14-32-07-1;14-32-07;Projekt;Linia produkcyjna etykiet IML z zastosowaniem UV uszlachetnianych Cold Foiler;POIG.04.04.00-14-012/08-03;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;21,497,523.00;15,993,864.60;7,996,932.30;6,797,392.46;Zakład Poligraficzny Unigraf Alicja Plaskota;5270000188;05-082;Blizne Jasińskiego;Mazowieckie;Powiat warszawski zachodni;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);osoba fizyczna prowadząca działalność gospodarczą - średnie przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2010/10/08
14-11;14;Powiat;Powiat makowski;;;;;;46737620.0;37926000.0;18963000.0;16118550.0;;;;;;;;;;;;;
14-11-01;14-11;Gmina;Maków Mazowiecki;;;;;;46737620.0;37926000.0;18963000.0;16118550.0;;;;;;;;;;;;;
14-11-01-1;14-11-01;Projekt;Dywersyfikacja produkcji poprzez wdrożenie innowacyjnej technologii produkcji naczep samochodowych;POIG.04.04.00-14-013/08-09;Program Operacyjny Innowacyjna Gospodarka;POIG.04.00.00;POIG.04.04.00;;46,737,620.00;37,926,000.00;18,963,000.00;16,118,550.00;AUTO HIT Sp. z o. o.;6461009798;43-100;Tychy;Śląskie;Powiat m. Tychy;07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.);spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo;00 Nie dotyczy;;;2008/12/30;2011/05/05
14-19;14;Powiat;Powiat płocki;;;;;;31674528.16;29467287.2;17680372.32;15028316.47;;;;;;;;;;;;;
14-19-13;14-19;Gmina;Stara Biała;;;;;;31674528.16;29467287.2;17680372.32;15028316.47;;;;;;;;;;;;;
