ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oś priorytetowa <Kod>;Działanie <Kod>;Poddziałanie <Kod>;Wartość ogółem;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowość;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu;Projekt zakończony (Wniosek o płatność końcową);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
32-1;32;Projekt;Podniesienie konkurencyjności i rozszerzenie zakresu świadczonych usług przez firmę „EKOSTRADE” Paweł Gajewski z siedzibą w Stargardzie Szczecińskim poprzez zakup nowego sprzętu budowlanego – koparki;RPZP.01.01.01-32-171/08-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;592,974.90;486,045.00;291,627.00;247,882.95;„EKOSTRADE” Gajewski Paweł Przemysław;8541151660;73-110;Stargard;Zachodniopomorskie;Powiat stargardzki;08 Inne inwestycje w przedsiębiorstwa;osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo;01 Obszar miejski;RPZP.01.01.01-32-171/08-01;Tak;2009/09/29;2009/10/20
32-2;32;Projekt;Wdrożenie innowacyjnej technologii badania gruntu poprzez zakup sondy statycznej wraz z wyposażeniem CPTU oraz wiertnicy samochodowej przez Geoprojekt Szczecin Sp. z o.o.;RPZP.01.01.02-32-010/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;1,539,212.58;858,652.96;429,326.48;364,927.51;Przedsiębiorstwo Geologiczne Geoprojekt Szczecin Sp. z o.o.;8520405552;70-893;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiębiorstwa;spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo;01 Obszar miejski;RPZP.01.01.02-32-010/08-03-K01;Tak;2009/10/13;2009/10/20
32-3;32;Projekt;Wdrożenie nowej technologii produkcji i świadczenia usług poprzez zakup kombajnu do cienkich dywaników na zimno wraz z urządzeniami peryferyjnymi;RPZP.01.01.02-32-076/08-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;841,800.00;690,000.00;345,000.00;293,250.00;SALDROG spółka z ograniczoną odpowiedzialnością;8542286333;73-110;STARGARD SZCZECIŃSKI;Zachodniopomorskie;Powiat stargardzki;08 Inne inwestycje w przedsiębiorstwa;spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;01 Obszar miejski;;;2009/10/09;2009/11/27
32-4;32;Projekt;Zakup i uruchomienie MOBILNEGO CENTRUM BETONIARSKIEGO w technologii „on the fly” – firma FORMAT, Koszalin;RPZP.01.01.02-32-084/08-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;3,090,880.98;2,347,700.00;1,408,620.00;1,197,327.00;FORMAT inż. Tadeusz Osiecki;6691554849;75-347;Koszalin;Zachodniopomorskie;Powiat m. Koszalin;08 Inne inwestycje w przedsiębiorstwa;osoba fizyczna prowadząca działalność gospodarczą - małe przedsiębiorstwo;01 Obszar miejski;RPZP.01.01.02-32-084/08-02-K01;Tak;2009/10/12;2009/12/07
32-5;32;Projekt;Przeprowadzenie specjalistycznej usługi doradczej w zakresie zarządzania jakością kluczem do podniesienia konkurencyjności firmy Radius na rynku międzynarodowym.;RPZP.01.03.01-32-018/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;65,328.60;54,330.00;27,165.00;23,090.25;RADIUS Janusz Dołgopoł Marek Rubnikowicz Spółka Jawna ;8512424546;70-255;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;spółka jawna - mikro przedsiębiorstwo;01 Obszar miejski;RPZP.01.03.01-32-018/08-02;Nie;2009/10/08;2009/10/12
32-6;32;Projekt;„Zmiana systemu grzewczego w OW „Wielki Błękit” w wyniku specjalistycznego doradztwa w zakresie planowania inwestycyjnego kluczem do poprawy konkurencyjności firmy „Urbańscy” s.c.”;RPZP.01.03.01-32-020/08-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;54,900.00;45,000.00;22,500.00;19,125.00;"""URBAŃSCY"" Spółka Cywilna Danuta Urbańska &Ryszard Urbański";7870003598;72-400;Łukęcin;Zachodniopomorskie;Powiat kamieński;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - małe przedsiębiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPZP.01.03.01-32-020/08-01-K01;Tak;2009/07/09;2009/07/10
32-7;32;Projekt;Doradztwo inwestycyjne przy opracowaniu Biznes Planu inwestycji zakupu nowej linii technologicznej;RPZP.01.03.01-32-024/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;23,881.50;19,575.00;9,787.50;8,319.37;SALDROG spółka z ograniczoną odpowiedzialnością;8542286333;73-110;STARGARD SZCZECIŃSKI;Zachodniopomorskie;Powiat stargardzki;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo;01 Obszar miejski;RPZP.01.03.01-32-024/08-01-K01;Tak;2009/08/20;2009/09/21
32-8;32;Projekt;Doradztwo w zakresie planowania inwestycyjnego związanego z przygotowaniem biznes planu inwestycji dotyczącej unowocześnienia parku maszynowego poprzez zakup maszyn i urządzeń do obróbki drewna;RPZP.01.03.01-32-042/08-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;24,888.00;20,400.00;10,200.00;8,670.00;"""SOTEX"" Produkcyjno-Usługowa-Handlowa Spółka z o.o.";8510306044;70-207;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo;01 Obszar miejski;RPZP.01.03.01-32-042/08-02-K01;Tak;2009/07/13;2009/07/14
32-9;32;Projekt;Doradztwo w zakresie opracowania biznes planu inwestycji polegającej na zastosowaniu nowoczesnej technologii produkcji betonowych wyrobów prasowanych dla budownictwa.;RPZP.01.03.01-32-043/08-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;37,332.00;30,600.00;15,300.00;13,005.00;ABT MASZEWO SP. Z O.O.;8561394756;72-131;ROŻNOWO NOWOGARDZKIE;Zachodniopomorskie;Powiat goleniowski;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPZP.01.03.01-32-043/08-01-K01;Tak;2009/08/11;2009/08/19
32-10;32;Projekt;Doradztwo w zakresie planowania inwestycyjnego związanego z wykonaniem biznes planu inwestycji dotyczącej rozbudowy hotelu „Pałacyk Trofana” w Międzyzdrojach między innymi o funkcję SPA.;RPZP.01.03.01-32-044/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;36,478.00;29,900.00;14,950.00;12,707.50;Ewa Sadka Firma Handlowo - Usługowa ;8551342479;72-500;Międzyzdroje;Zachodniopomorskie;Powiat kamieński;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo;01 Obszar miejski;RPZP.01.03.01-32-044/08-01-K01;Tak;2009/12/16;2009/12/29
32-11;32;Projekt;Doradztwo w zakresie jakości;RPZP.01.03.01-32-046/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;48,800.00;40,000.00;20,000.00;17,000.00;"Przedsiębiorstwo Produkcyjno Handlowo Usługowe - ""DUOMAT 2"" - Okonowicz Michał";5941414506;73-210;Recz;Zachodniopomorskie;Powiat choszczeński / Powiat drawski;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPZP.01.03.01-32-046/08-01-K01;Tak;2009/11/24;2009/11/25
32-12;32;Projekt;Przeprowadzenie planowania inwestycyjnego zapewniającego podniesienie konkurencyjności przedsiębiorstwa;RPZP.01.03.01-32-047/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;48,800.00;40,000.00;20,000.00;17,000.00;"Przedsiębiorstwo Produkcyjno Handlowo Usługowe - ""DUOMAT 2"" - Okonowicz Michał";5941414506;73-210;Recz;Zachodniopomorskie;Powiat choszczeński / Powiat drawski;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPZP.01.03.01-32-047/08-01;Tak;2009/11/30;2009/12/07
32-13;32;Projekt;Wzrost konkurencyjności MEGARON S.A. na krajowym rynku chemii budowlanej poprzez doradztwo w zakresie poszukiwania zewnętrznego źródła finansowania inwestycji.;RPZP.01.03.01-32-052/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;25,620.00;21,000.00;10,500.00;8,925.00;Megaron Spółka Akcyjna;8520508938;70-892;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;spółka akcyjna - małe przedsiębiorstwo;01 Obszar miejski;RPZP.01.03.01-32-052/08-01;Tak;2009/09/24;2009/09/25
32-14;32;Projekt;Wsparcie przedsiębiorczości poprzez rozwój instrumentów inżynierii finansowej w ramach inicjatywy JEREMIE w województwie zachodniopomorskim;RPZP.01.03.04-32-001/09-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.04;280,000,000.00;280,000,000.00;280,000,000.00;210,000,000.00;BANK GOSPODARSTWA KRAJOWEGO;5250012372;00-955;Warszawa;;;05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw;państwowa jednostka organizacyjna;00 Nie dotyczy;RPZP.01.03.04-32-001/09-01;Nie;2009/09/29;2009/09/29
32-15;32;Projekt;Utworzenie Funduszu Powierniczego JESSICA;RPZP.05.05.02-32-001/09-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.05.00.00;RPZP.05.05.00;RPZP.05.05.02;66,815,056.00;66,815,056.00;66,815,056.00;50,112,416.00;Europejski Bank Inwestycyjny;0;L-2950;Luksemburg;;;61 Zintegrowane projekty na rzecz rewitalizacji obszarów miejskich i wiejskich;bez szczególnej formy prawnej;01 Obszar miejski;RPZP.05.05.02-32-001/09-01;Nie;2009/07/30;2009/08/31
32-16;32;Projekt;Utworzenie Funduszu Powierniczego JESSICA;RPZP.06.06.02-32-001/09-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.06.00.00;RPZP.06.06.00;RPZP.06.06.02;81,921,616.00;81,921,616.00;81,921,616.00;61,437,840.00;Europejski Bank Inwestycyjny;0;L-2950;Luksemburg;;;61 Zintegrowane projekty na rzecz rewitalizacji obszarów miejskich i wiejskich;bez szczególnej formy prawnej;01 Obszar miejski;RPZP.06.06.02-32-001/09-01;Nie;2009/07/30;2009/08/31
32-17;32;Projekt;Realizacja działań administracji zajmującej się zarządzaniem RPO WZ w roku 2008;RPZP.08.01.00-32-001/08-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.08.00.00;RPZP.08.01.00;;2,755,692.59;2,755,692.59;2,755,692.59;2,755,692.59;Województwo Zachodniopomorskie;8512871498;70-540;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorządowa - województwo;01 Obszar miejski;;;2009/08/06;2009/08/19
32-18;32;Projekt;Wsparcie administracji zajmującej się wdrażaniem RPO WZ w 2008 roku;RPZP.08.01.00-32-002/08-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.08.00.00;RPZP.08.01.00;;2,257,986.56;2,257,986.56;2,257,986.56;2,257,986.56;Województwo Zachodniopomorskie;8512871498;70-540;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorządowa - województwo;01 Obszar miejski;;;2009/08/06;2009/10/05
32-19;32;Projekt;Wsparcie administracji zajmującej się wdrażaniem RPO WZ w 2010 roku;RPZP.08.01.00-32-002/10-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.08.00.00;RPZP.08.01.00;;11,716,528.00;11,716,528.00;11,716,528.00;11,716,528.00;Województwo Zachodniopomorskie;8512871498;70-540;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorządowa - województwo;01 Obszar miejski;RPZP.08.01.00-32-002/10-14;Tak;2009/09/22;2010/03/22
32-20;32;Projekt;Prowadzenie działań informacyjno-promocyjnych RPO WZ w roku 2008;RPZP.08.02.00-32-001/08-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.08.00.00;RPZP.08.02.00;;762,551.72;762,551.72;762,551.72;762,551.72;Województwo Zachodniopomorskie;8512871498;70-540;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorządowa - województwo;01 Obszar miejski;;;2009/08/06;2009/08/19
