"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIG.04.04.00-16-007/08-04";"Budowa innowacyjnej linii produkcyjno-technologicznej do produkcji produktów z tworzyw sztucznych z odpadów z tworzyw sztucznych (folia poagralna)";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Opolskie";"Powiat namysłowski";"Wilków";"31,277,590.82";"27,388,172.80";"16,367,903.68";"13,912,718.13";"SOLAGRO Sp. z o.o.";"5370002086";"21-509";"Kodeń";"Lubelskie";"Powiat bialski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/08/26";"2011/02/09"
"POIG.04.04.00-16-007/09-06";"Innowacyjne detale magnezowe i aluminiowe w  ekologicznej autorskiej technologii odlewania";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Opolskie";"Powiat kędzierzyńsko-kozielski";"Kędzierzyn-Koźle";"84,615,283.80";"69,073,290.00";"40,120,266.78";"34,102,226.76";"Nowoczesne Technologie Produkcji Spółka Akcyjna";"7491884844";"47-225";"Kędzierzyn-Koźle";"Opolskie";"Powiat kędzierzyńsko-kozielski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/10/30";"2011/03/10"
"POIG.04.04.00-16-009/09-02";"Uruchomienie produkcji innowacyjnego, zindywidualizowanego fotela do samochodów ciężarowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Opolskie";"Powiat brzeski";"Skarbimierz";"58,999,200.00";"48,360,000.00";"24,180,000.00";"20,553,000.00";"Keiper Polska Spółka z ograniczoną odpowiedzialnością";"9271756246";"66-200";"Świebodzin";"Lubuskie";"Powiat świebodziński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/10/13";"2010/10/04"
"POIG.04.04.00-18-005/08-05";"Dywersyfikacja produkcji zakładu w Mielcu poprzez zakup innowacyjnych technologii.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat mielecki";"Mielec";"19,551,034.80";"17,779,740.00";"8,889,870.00";"7,556,389.50";"Kirchhoff Polska Sp. z o.o.";"8171706314";"39-300";"Mielec";"Podkarpackie";"Powiat mielecki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/09/14";"2011/05/05"
"POIG.04.04.00-18-005/09-04";"Centrum produkcji cienkościennych zespołów i modułów turbinowych silników lotniczych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"40,236,100.00";"40,181,100.00";"20,090,550.00";"17,076,967.50";"Wytwórnia Sprzętu Komunikacyjnego ""PZL-RZESZÓW"" Spółka Akcyjna";"8130267970";"35-078";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-18-005/09-02";"Nie";"2009/11/23";"2011/02/17"
"POIG.04.04.00-18-006/09-04";"Technologia HSPA+ milowy krok w kierunku technologii LTE.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat m. Krosno";"M. Krosno";"102,906,100.00";"84,030,000.00";"39,998,280.00";"33,998,538.00";"Aero 2 Spółka z ograniczoną odpowiedzialnością";"7010123529";"00-660";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-18-006/09-01";"Nie";"2009/12/30";"2011/03/14"
"POIG.04.04.00-18-010/09-03";"Wdrożenie innowacyjnej technologii produkcji króćców urządzenia RH";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat ropczycko-sędziszowski";"Ropczyce";"13,413,900.00";"10,975,000.00";"5,487,500.00";"4,664,375.00";"Zakłady Magnezytowe Ropczyce Spółka Akcyjna";"8180002127";"39-100";"Ropczyce";"Podkarpackie";"Powiat ropczycko-sędziszowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-18-010/09-04";"Nie";"2009/10/26";"2010/11/18"
"POIG.04.04.00-18-011/08-04";"Innowacyjne technologie w przemyśle meblarskim - budowa nowoczesnego zakładu produkcyjnego w BN Factory oraz wdrożenie innowacyjnych produktów na rynku europejskim.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat jasielski";"Jasło";"105,706,753.60";"83,644,880.00";"39,998,981.62";"33,999,134.38";"NOWY STYL  SP. ZO.O";"6840009302";"38-400";"KROSNO";"Podkarpackie";"Powiat krośnieński / Powiat m. Krosno";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/09/14";"2011/05/09"
"POIG.04.04.00-18-015/09-07";"Produkcja systemów oświetleniowych w technologii AC LED";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat rzeszowski";"Głogów Małopolski";"37,154,000.00";"35,000,000.00";"20,875,000.00";"17,743,750.00";"LEDOLUX Spółka z ograniczoną odpowiedzialnością";"8133545694";"35-326";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/11/26";"2011/04/21"
"POIG.04.04.00-18-016/09-03";"Wdrożenie innowacyjnej technologii produkcji kabiny śmigłowca";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat mielecki";"Mielec - miasto";"53,955,898.61";"44,026,146.40";"22,013,073.20";"18,711,112.22";"Polskie Zakłady Lotnicze Spółka z ograniczoną odpowiedzialnością";"8171720432";"39-300";"Mielec";"Podkarpackie";"Powiat mielecki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-18-016/09-03";"Nie";"2009/12/30";"2010/09/15"
"POIG.04.04.00-18-027/08-05";"Wdrożenie innowacji produktowych poprzez Centrum Projektowe Nowoczesnych Technologii OPTeam SA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat rzeszowski";"Trzebownisko";"18,417,100.00";"15,061,800.00";"8,989,280.00";"7,640,888.00";"OPTEAM Spółka Akcyjna";"8130334531";"35-032";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/09/03";"2010/10/27"
"POIG.04.04.00-18-027/09-03";"Wdrożenie innowacji technologicznych i produktowych w firmie HYBRES z Rzeszowa";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"18,333,500.00";"14,921,016.92";"10,444,711.84";"8,878,005.06";"Elektroniczny Zakład Innowacyjno-Wdrożeniowy HYBRES Sp. z o.o.";"8130333661";"35-205";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/10/26";"2010/10/26"
"POIG.04.04.00-18-028/08-05";"Innowacyjna linia produkcji wysokojakościowych druków umożliwiająca zastosowanie systemu identyfikacji niejawnej";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat rzeszowski";"Głogów Małopolski";"24,468,417.60";"20,056,080.00";"13,999,256.00";"11,899,367.60";"Zakład Poligraficzny OFFSET DRUK Adam Motyka";"8130134418";"35-232";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów / Powiat rzeszowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-18-028/08-05";"Nie";"2009/11/26";"2010/11/24"
"POIG.04.04.00-20-005/09-05";"Wdrożenie autorskiej technologii produkcji etykiet o obniżonej migracji substancji niskocząsteczkowych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podlaskie";"Powiat białostocki";"Supraśl";"65,823,880.00";"52,374,000.00";"26,187,000.00";"22,258,950.00";"Cezar S.A.";"9661723504";"15-521";"Zaścianki";"Podlaskie";"Powiat białostocki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/12/17";"2010/12/08"
"POIG.04.04.00-20-009/08-06";"Budowa Wytwórni Konstrukcji Stalowych w miejscowości Folwark Koplany.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podlaskie";"Powiat białostocki";"Juchnowiec Kościelny";"46,190,908.00";"33,488,400.00";"16,744,200.00";"14,232,570.00";"Instal Białystok Spółka Akcyjna";"5420201920";"15-084";"Białystok";"Podlaskie";"Powiat m. Białystok";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/08/26";"2011/04/01"
"POIG.04.04.00-20-012/08-07";"WPROWADZENIE PRODUKCJI IMPLANTÓW DO OSTEOSYNTEZY BLOKOWANEJ URAZÓW KOŚCI";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podlaskie";"Powiat białostocki";"Juchnowiec Kościelny";"27,137,644.24";"19,752,800.68";"11,851,680.41";"10,073,928.35";"""CHM"" SPÓŁKA Z OGRANICZONĄ Z ODPOWIEDZIALNOŚCIĄ";"9661176019";"16-061";"Lewickie";"Podlaskie";"Powiat białostocki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/09/09";"2011/04/12"
"POIG.04.04.00-22-001/08-04";"Pierwszy na świecie system kompatybilnych płyt warstwowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Pomorskie";"Powiat wejherowski";"Wejherowo";"35,904,600.00";"32,431,799.96";"12,972,719.98";"11,026,811.98";"Balex Metal Sp. z o.o.";"5881130299";"84-239";"Bolszewo";"Pomorskie";"Powiat wejherowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-22-001/08-02";"Tak";"2009/09/03";"2010/08/27"
"POIG.04.04.00-22-003/08-02";"Zakup i wdrożenie innowacyjnej technologii produkcji opakowań z tworzyw sztucznych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Pomorskie";"Powiat m. Słupsk";"M. Słupsk";"11,136,639.94";"10,250,006.09";"5,125,003.05";"4,356,252.59";"Przetwórstwo Tworzyw Sztucznych Plast-Box Spółka Akcyjna";"8390023940";"76-200";"Słupsk";"Pomorskie";"Powiat człuchowski / Powiat słupski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-22-003/08-01";"Tak";"2009/09/01";"2010/10/19"
"POIG.04.04.00-22-003/09-07";"Wdrożenie innowacyjnej technologii preizolowanej samonośnej konstrukcji izolacyjnej - GeoSystemu";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Pomorskie";"Powiat kartuski";"Żukowo";"12,704,470.00";"10,213,500.00";"6,113,100.00";"5,196,135.00";"Inter WW spółka z ograniczoną odpowiedzialnością";"5851319744";"80-209";"Chwaszczyno";"Pomorskie";"Powiat kartuski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/10/30";"2011/04/01"
"POIG.04.04.00-22-008/08-05";"Uruchomienie produkcji innowacyjnych wysokociśnieniowych zbiorników STAKO CNG Sp. z o.o.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Pomorskie";"Powiat m. Słupsk";"M. Słupsk";"23,736,320.00";"16,493,489.40";"6,597,395.76";"5,607,786.40";"STAKO Sp. z o.o.";"8392766131";"76-200";"Słupsk";"Pomorskie";"Powiat człuchowski / Powiat słupski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-22-008/08-03";"Tak";"2009/08/25";"2010/09/30"
"POIG.04.04.00-22-009/08-06";"""Innowacyjna technologia produkcji pelet 
w zakładzie granulacji biomasy Widok Energia"".";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Pomorskie";"Powiat sztumski";"Sztum";"26,083,772.44";"21,368,502.00";"12,794,101.20";"10,874,986.02";"Widok Energia Spółka z ograniczoną odpowiedzialnością";"5851439052";"81-726";"Sopot";"Pomorskie";"Powiat m. Sopot";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/11/27";"2011/04/21"
"POIG.04.04.00-24-010/09-06";"WATT Produkcja Systemów Solarnych - rozbudowa przedsiębiorstwa poprzez budowę nowego zakładu produkcyjnego.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat m. Sosnowiec";"M. Sosnowiec";"59,116,009.70";"33,105,685.00";"19,863,411.00";"16,883,899.35";"WATT Produkcja Systemów Solarnych Sebastian Paszek";"6431551914";"41-103";"Siemianowice Śląskie";"Śląskie";"Powiat m. Siemianowice Śląskie";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/10/12";"2011/04/27"
"POIG.04.04.00-24-013/08-03";"Zautomatyzowana technologia wysokowydajnej produkcji opraw o ulepszonych parametrach użytkowych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat mikołowski";"Mikołów";"15,909,476.49";"13,040,554.50";"6,520,277.25";"5,542,235.66";"Przedsiębiorstwo Wielobranżowe Tolek Jańczyk Adolf";"5481014112";"43-246";"Bąków";"Śląskie";"Powiat cieszyński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-013/08-03";"Nie";"2009/08/27";"2011/04/21"
"POIG.04.04.00-24-013/09-07";"Rozbudowa przedsiębiorstwa w oparciu o innowacyjne technologie produkcji konstrukcji przemysłowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat m. Jaworzno";"M. Jaworzno";"91,678,644.36";"78,725,938.00";"31,467,875.20";"26,747,693.92";"ZAKŁADY REMONTOWE ENERGETYKI KATOWICE Spółka Akcyjna";"6340197588";"40-615";"Katowice";"Śląskie";"Powiat m. Katowice";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-013/09-04";"Nie";"2009/12/31";"2011/05/18"
"POIG.04.04.00-24-019/09-04";"Budowa przedsiębiorstwa produkcji modułów fotowoltaicznych o wysokim potencjale innowacyjnym";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat m. Dąbrowa Górnicza";"M. Dąbrowa Górnicza";"51,123,810.00";"43,248,500.00";"25,949,100.00";"22,056,735.00";"Solnova Sp. z o.o.";"6292417134";"42-520";"Dąbrowa Górnicza";"Śląskie";"Powiat m. Dąbrowa Górnicza";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-019/09-06";"Nie";"2009/10/21";"2011/02/24"
"POIG.04.04.00-24-025/09-02";"Dywersyfikacja produkcji poprzez wprowadzenie nowoczesnych usług  inżynieryjno-montażowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat m. Tychy";"M. Tychy";"100,318,834.40";"88,019,600.00";"35,207,840.00";"29,926,664.00";"Fagioli Polska Sp. z o.o.";"1070009113";"00-103";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-025/09-06";"Nie";"2009/12/21";"2010/09/23"
"POIG.04.04.00-24-026/09-03";"Projekt MULTISOFT - Samoadaptacyjny Silos z Sensorycznym Softwareowym Cyklem Multiplikacji.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat pszczyński";"Pawłowice";"29,060,400.00";"23,820,000.00";"11,910,000.00";"10,123,500.00";"Lakma Spółka z ograniczoną odpowiedzialnością";"5480075525";"43-400";"Cieszyn";"Śląskie";"Powiat cieszyński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-026/09-04";"Nie";"2009/11/30";"2010/08/26"
"POIG.04.04.00-24-027/08-04";"Dywersyfikacja przedsiębiorstwa-wdrożenie innowacyjnej technologii wytwarzania produktów z tworzyw polimerowych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat gliwicki";"Rudziniec";"75,388,192.00";"57,225,920.00";"22,890,368.00";"19,456,812.80";"Plastic Omnium Auto Exteriors Sp. z o.o.";"6312199397";"44-164";"Kleszczów";"Śląskie";"Powiat gliwicki / Powiat m. Gliwice";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/08/26";"2011/05/23"
"POIG.04.04.00-24-027/09-04";"Wdrożenie innowacyjnej technologii do produkcji okien ENERGO+";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat gliwicki";"Pyskowice";"18,185,824.14";"14,702,457.82";"7,345,228.91";"6,243,444.57";"EUROCOLOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"9690795268";"44-120";"Pyskowice";"Śląskie";"Powiat gliwicki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka jawna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/12/22";"2010/12/14"
"POIG.04.04.00-24-028/08-04";"Wdrożenie dwóch innowacyjnych technologii drogą do zwiększenia konkurencyjności.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat lubliniecki";"Herby";"34,625,950.00";"28,739,500.00";"14,369,750.00";"12,214,287.50";"Yawal S.A.";"5730106096";"42-284";"Herby";"Śląskie";"Powiat kłobucki / Powiat lubliniecki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-028/08-04";"Nie";"2009/03/31";"2010/07/22"
"POIG.04.04.00-24-031/09-05";"Wdrożenie innowacyjnej, energooszczędnej technologii tłoczenia blach na prasach z serwonapędami";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat m. Bielsko-Biała";"M. Bielsko-Biała";"29,024,850.00";"23,762,500.00";"11,881,250.00";"10,099,062.50";"POLMOTORS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"9372385461";"43-391";"Mazańcowice";"Śląskie";"Powiat bielski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-031/09-04";"Nie";"2009/11/26";"2011/01/21"
"POIG.04.04.00-24-033/08-08";"Centrum Innowacyjnych Technologii Laserowych do produkcji nowoczesnych ekologicznych kotłów energetycznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Śląskie";"Powiat zawierciański";"Poręba";"31,886,530.00";"25,992,070.00";"10,396,828.00";"8,837,303.80";"ENERGOINSTAL Spółka Akcyjna";"6340128877";"40-203";"Katowice";"Śląskie";"Powiat m. Katowice";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-24-033/08-04";"Nie";"2009/09/03";"2011/01/21"
