"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.05.02.00-00-181/09-00";"Drogi dla Natury - aleje przydrożne jako korytarze ekologiczne dla pachnicy dębowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.02.00";"";"Pomorskie";"Powiat nowodworski";"";"170,296.75";"170,296.75";"144,752.24";"144,752.24";"Fundacja EkoRozwoju";"8990023428";"50-134";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.02.00-00-181/09-03";"Nie";"2010/03/29";"2010/04/12"
"POIS.05.02.00-00-181/09-00";"Drogi dla Natury - aleje przydrożne jako korytarze ekologiczne dla pachnicy dębowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.02.00";"";"Pomorskie";"Powiat sztumski";"";"170,296.75";"170,296.75";"144,752.24";"144,752.24";"Fundacja EkoRozwoju";"8990023428";"50-134";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.02.00-00-181/09-03";"Nie";"2010/03/29";"2010/04/12"
"POIS.05.02.00-00-181/09-00";"Drogi dla Natury - aleje przydrożne jako korytarze ekologiczne dla pachnicy dębowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.02.00";"";"Wielkopolskie";"Powiat ostrowski";"";"681,187.00";"681,187.00";"579,008.95";"579,008.95";"Fundacja EkoRozwoju";"8990023428";"50-134";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.02.00-00-181/09-03";"Nie";"2010/03/29";"2010/04/12"
"POIS.05.02.00-00-182/09-00";"Przywrócenie drożności korytarza ekologicznego rzeki Wisłoki i jej dopływów";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.02.00";"";"Podkarpackie";"Powiat dębicki";"";"1,361,744.38";"1,361,744.38";"1,361,744.38";"1,157,482.72";"Regionalny Zarząd Gospodarki Wodnej w Krakowie";"6762129876";"31-109";"Kraków";"Małopolskie";"Powiat m. Kraków";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.02.00-00-182/09-03";"Nie";"2010/06/09";"2010/11/19"
"POIS.05.02.00-00-182/09-00";"Przywrócenie drożności korytarza ekologicznego rzeki Wisłoki i jej dopływów";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.02.00";"";"Podkarpackie";"Powiat jasielski";"";"1,361,744.38";"1,361,744.38";"1,361,744.38";"1,157,482.72";"Regionalny Zarząd Gospodarki Wodnej w Krakowie";"6762129876";"31-109";"Kraków";"Małopolskie";"Powiat m. Kraków";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.02.00-00-182/09-03";"Nie";"2010/06/09";"2010/11/19"
"POIS.05.04.00-00-059/08-01";"Kwartalnik Wigry jako narzędzie edukacji mieszkańców Wigierskiego PN i jego okolic";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat augustowski";"";"107,778.45";"107,778.45";"107,778.45";"91,611.68";"Wigierski Park Narodowy";"8441285800";"16-400";"Suwałki";"Podlaskie";"Powiat m. Suwałki / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-059/08-07";"Nie";"2010/02/26";"2010/03/19"
"POIS.05.04.00-00-059/08-01";"Kwartalnik Wigry jako narzędzie edukacji mieszkańców Wigierskiego PN i jego okolic";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat m. Suwałki";"";"107,778.45";"107,778.45";"107,778.45";"91,611.68";"Wigierski Park Narodowy";"8441285800";"16-400";"Suwałki";"Podlaskie";"Powiat m. Suwałki / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-059/08-07";"Nie";"2010/02/26";"2010/03/19"
"POIS.05.04.00-00-059/08-01";"Kwartalnik Wigry jako narzędzie edukacji mieszkańców Wigierskiego PN i jego okolic";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat sejneński";"";"107,778.45";"107,778.45";"107,778.45";"91,611.68";"Wigierski Park Narodowy";"8441285800";"16-400";"Suwałki";"Podlaskie";"Powiat m. Suwałki / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-059/08-07";"Nie";"2010/02/26";"2010/03/19"
"POIS.05.04.00-00-059/08-01";"Kwartalnik Wigry jako narzędzie edukacji mieszkańców Wigierskiego PN i jego okolic";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat suwalski";"";"107,778.45";"107,778.45";"107,778.45";"91,611.68";"Wigierski Park Narodowy";"8441285800";"16-400";"Suwałki";"Podlaskie";"Powiat m. Suwałki / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-059/08-07";"Nie";"2010/02/26";"2010/03/19"
"POIS.05.04.00-00-060/08-01";"Jestem sąsiadem parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat m. st. Warszawa";"";"103,217.25";"103,217.25";"103,217.25";"87,734.66";"Kampinoski Park Narodowy";"1180134090";"05-080";"Izabelin";"Mazowieckie";"Powiat warszawski zachodni";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-060/08-06";"Nie";"2010/02/26";"2010/06/11"
"POIS.05.04.00-00-060/08-01";"Jestem sąsiadem parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat nowodworski";"";"103,217.25";"103,217.25";"103,217.25";"87,734.66";"Kampinoski Park Narodowy";"1180134090";"05-080";"Izabelin";"Mazowieckie";"Powiat warszawski zachodni";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-060/08-06";"Nie";"2010/02/26";"2010/06/11"
"POIS.05.04.00-00-060/08-01";"Jestem sąsiadem parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat sochaczewski";"";"103,217.25";"103,217.25";"103,217.25";"87,734.66";"Kampinoski Park Narodowy";"1180134090";"05-080";"Izabelin";"Mazowieckie";"Powiat warszawski zachodni";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-060/08-06";"Nie";"2010/02/26";"2010/06/11"
"POIS.05.04.00-00-060/08-01";"Jestem sąsiadem parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat warszawski zachodni";"";"103,217.25";"103,217.25";"103,217.25";"87,734.66";"Kampinoski Park Narodowy";"1180134090";"05-080";"Izabelin";"Mazowieckie";"Powiat warszawski zachodni";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-060/08-06";"Nie";"2010/02/26";"2010/06/11"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Kujawsko-pomorskie";"Powiat bydgoski";"";"57,005.00";"57,005.00";"48,454.25";"48,454.25";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Kujawsko-pomorskie";"Powiat chełmiński";"";"57,005.00";"57,005.00";"48,454.25";"48,454.25";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Kujawsko-pomorskie";"Powiat świecki";"";"57,005.00";"57,005.00";"48,454.25";"48,454.25";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Pomorskie";"Powiat bytowski";"";"34,203.00";"34,203.00";"29,072.55";"29,072.55";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Pomorskie";"Powiat kwidzyński";"";"34,203.00";"34,203.00";"29,072.55";"29,072.55";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Pomorskie";"Powiat lęborski";"";"34,203.00";"34,203.00";"29,072.55";"29,072.55";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Pomorskie";"Powiat słupski";"";"34,203.00";"34,203.00";"29,072.55";"29,072.55";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Pomorskie";"Powiat sztumski";"";"34,203.00";"34,203.00";"29,072.55";"29,072.55";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat iławski";"";"85,507.50";"85,507.50";"72,681.38";"72,681.38";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-061/08-02";"Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla społeczności lokalnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat ostródzki";"";"85,507.50";"85,507.50";"72,681.38";"72,681.38";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-061/08-05";"Nie";"2010/11/29";"2010/12/20"
"POIS.05.04.00-00-253/09-00";"Akademia Tatry - kształtowanie postaw ekologicznych różnych grup użytkowników Tatr";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Małopolskie";"Powiat nowotarski";"";"319,466.76";"319,466.76";"319,466.76";"271,546.75";"Tatrzański Park Narodowy";"7361079469";"34-500";"Zakopane";"Małopolskie";"Powiat tatrzański";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-253/09-02";"Nie";"2010/06/28";"2010/06/30"
"POIS.05.04.00-00-253/09-00";"Akademia Tatry - kształtowanie postaw ekologicznych różnych grup użytkowników Tatr";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Małopolskie";"Powiat tatrzański";"";"319,466.76";"319,466.76";"319,466.76";"271,546.75";"Tatrzański Park Narodowy";"7361079469";"34-500";"Zakopane";"Małopolskie";"Powiat tatrzański";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.04.00-00-253/09-02";"Nie";"2010/06/28";"2010/06/30"
"POIS.06.01.00-00-022/09-01";"Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Sośnica";"Program Operacyjny Infrastruktura i Środowisko";"POIS.06.00.00";"POIS.06.01.00";"";"Śląskie";"Powiat będziński";"";"872,906,653.99";"861,118,087.70";"861,118,087.70";"731,950,374.55";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"21 Autostrady (sieci TEN-T)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.06.01.00-00-022/09-08-K01";"Nie";"2010/04/22";"2010/04/26"
"POIS.06.01.00-00-022/09-01";"Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Sośnica";"Program Operacyjny Infrastruktura i Środowisko";"POIS.06.00.00";"POIS.06.01.00";"";"Śląskie";"Powiat m. Bytom";"";"872,906,653.99";"861,118,087.70";"861,118,087.70";"731,950,374.55";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"21 Autostrady (sieci TEN-T)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.06.01.00-00-022/09-08-K01";"Nie";"2010/04/22";"2010/04/26"
"POIS.06.01.00-00-022/09-01";"Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Sośnica";"Program Operacyjny Infrastruktura i Środowisko";"POIS.06.00.00";"POIS.06.01.00";"";"Śląskie";"Powiat m. Gliwice";"";"872,906,653.99";"861,118,087.70";"861,118,087.70";"731,950,374.55";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"21 Autostrady (sieci TEN-T)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.06.01.00-00-022/09-08-K01";"Nie";"2010/04/22";"2010/04/26"
"POIS.06.01.00-00-022/09-01";"Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Sośnica";"Program Operacyjny Infrastruktura i Środowisko";"POIS.06.00.00";"POIS.06.01.00";"";"Śląskie";"Powiat m. Piekary Śląskie";"";"872,906,653.99";"861,118,087.70";"861,118,087.70";"731,950,374.55";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"21 Autostrady (sieci TEN-T)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.06.01.00-00-022/09-08-K01";"Nie";"2010/04/22";"2010/04/26"
"POIS.06.01.00-00-022/09-01";"Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Sośnica";"Program Operacyjny Infrastruktura i Środowisko";"POIS.06.00.00";"POIS.06.01.00";"";"Śląskie";"Powiat m. Zabrze";"";"872,906,653.99";"861,118,087.70";"861,118,087.70";"731,950,374.55";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"21 Autostrady (sieci TEN-T)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.06.01.00-00-022/09-08-K01";"Nie";"2010/04/22";"2010/04/26"
"POIS.06.01.00-00-027/09-00";"Budowa drogi S2 węzeł Konotopa-Węzeł Puławska wraz z odcinkiem węzeł Lotnisko-węzeł Marynarska S79";"Program Operacyjny Infrastruktura i Środowisko";"POIS.06.00.00";"POIS.06.01.00";"";"Mazowieckie";"Powiat m. st. Warszawa";"";"2,153,543,429.99";"1,377,988,102.42";"1,377,988,102.42";"1,171,289,887.06";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.06.01.00-00-027/09-02";"Nie";"2010/09/29";"2010/10/04"
"POIS.06.01.00-00-030/10-00";"Budowa autostrady A2 na odcinku obwodnicy Mińska Mazowieckiego.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.06.00.00";"POIS.06.01.00";"";"Mazowieckie";"Powiat miński";"";"765,123,400.00";"708,743,488.76";"708,743,488.76";"602,431,965.44";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"21 Autostrady (sieci TEN-T)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.06.01.00-00-030/10-02";"Nie";"2010/09/01";"2010/09/03"
"POIS.07.03.00-00-002/09-00";"Uruchomienie obsługi transportem kolejowym Lotniska Okęcie im. Fryderyka Chopina";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.03.00";"";"Mazowieckie";"Powiat legionowski";"";"123,159,260.27";"100,277,523.67";"50,138,761.83";"50,138,761.83";"Szybka Kolej Miejska Sp. z o.o.";"9512109615";"03-808";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"52 Promowanie czystego transportu miejskiego";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.03.00-00-002/09-03";"Nie";"2010/07/22";"2010/07/26"
"POIS.07.03.00-00-002/09-00";"Uruchomienie obsługi transportem kolejowym Lotniska Okęcie im. Fryderyka Chopina";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.03.00";"";"Mazowieckie";"Powiat m. st. Warszawa";"";"123,159,260.27";"100,277,523.67";"50,138,761.83";"50,138,761.83";"Szybka Kolej Miejska Sp. z o.o.";"9512109615";"03-808";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"52 Promowanie czystego transportu miejskiego";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.03.00-00-002/09-03";"Nie";"2010/07/22";"2010/07/26"
"POIS.07.03.00-00-002/09-00";"Uruchomienie obsługi transportem kolejowym Lotniska Okęcie im. Fryderyka Chopina";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.03.00";"";"Mazowieckie";"Powiat miński";"";"123,159,260.27";"100,277,523.67";"50,138,761.83";"50,138,761.83";"Szybka Kolej Miejska Sp. z o.o.";"9512109615";"03-808";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"52 Promowanie czystego transportu miejskiego";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.03.00-00-002/09-03";"Nie";"2010/07/22";"2010/07/26"
"POIS.08.01.00-00-003/09-02";"Bezpieczne Południe – rozbudowa systemu ratownictwa drogowego na ciągach komunikacyjnych Polski południowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Dolnośląskie";"Powiat bolesławiecki";"";"1,280,955.00";"1,280,955.00";"1,280,955.00";"1,088,811.75";"Śląski Komendant Wojewódzki Państwowej Straży Pożarnej w Katowicach";"9541002423";"40-042";"Katowice";"Śląskie";"Powiat m. Katowice";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.08.01.00-00-003/09-04";"Nie";"2010/09/30";"2010/10/04"
"POIS.08.01.00-00-003/09-02";"Bezpieczne Południe – rozbudowa systemu ratownictwa drogowego na ciągach komunikacyjnych Polski południowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Dolnośląskie";"Powiat m. Legnica";"";"1,280,955.00";"1,280,955.00";"1,280,955.00";"1,088,811.75";"Śląski Komendant Wojewódzki Państwowej Straży Pożarnej w Katowicach";"9541002423";"40-042";"Katowice";"Śląskie";"Powiat m. Katowice";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.08.01.00-00-003/09-04";"Nie";"2010/09/30";"2010/10/04"
"POIS.08.01.00-00-003/09-02";"Bezpieczne Południe – rozbudowa systemu ratownictwa drogowego na ciągach komunikacyjnych Polski południowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Dolnośląskie";"Powiat m. Wrocław";"";"1,280,955.00";"1,280,955.00";"1,280,955.00";"1,088,811.75";"Śląski Komendant Wojewódzki Państwowej Straży Pożarnej w Katowicach";"9541002423";"40-042";"Katowice";"Śląskie";"Powiat m. Katowice";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.08.01.00-00-003/09-04";"Nie";"2010/09/30";"2010/10/04"
"POIS.08.01.00-00-003/09-02";"Bezpieczne Południe – rozbudowa systemu ratownictwa drogowego na ciągach komunikacyjnych Polski południowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Dolnośląskie";"Powiat oławski";"";"1,280,955.00";"1,280,955.00";"1,280,955.00";"1,088,811.75";"Śląski Komendant Wojewódzki Państwowej Straży Pożarnej w Katowicach";"9541002423";"40-042";"Katowice";"Śląskie";"Powiat m. Katowice";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.08.01.00-00-003/09-04";"Nie";"2010/09/30";"2010/10/04"
"POIS.08.01.00-00-003/09-02";"Bezpieczne Południe – rozbudowa systemu ratownictwa drogowego na ciągach komunikacyjnych Polski południowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Małopolskie";"Powiat dąbrowski";"";"1,024,764.00";"1,024,764.00";"1,024,764.00";"871,049.40";"Śląski Komendant Wojewódzki Państwowej Straży Pożarnej w Katowicach";"9541002423";"40-042";"Katowice";"Śląskie";"Powiat m. Katowice";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.08.01.00-00-003/09-04";"Nie";"2010/09/30";"2010/10/04"
"POIS.08.01.00-00-003/09-02";"Bezpieczne Południe – rozbudowa systemu ratownictwa drogowego na ciągach komunikacyjnych Polski południowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Małopolskie";"Powiat m. Kraków";"";"1,024,764.00";"1,024,764.00";"1,024,764.00";"871,049.40";"Śląski Komendant Wojewódzki Państwowej Straży Pożarnej w Katowicach";"9541002423";"40-042";"Katowice";"Śląskie";"Powiat m. Katowice";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.08.01.00-00-003/09-04";"Nie";"2010/09/30";"2010/10/04"
