"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.12.01.00-00-242/08-00";"Podniesienie dostępu do specjalistycznych świadczeń zdrowotnych poprzez budowę lądowiska i modernizację Szpitalnego Oddziału Ratunkowego w Wałbrzychu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Dolnośląskie";"";"";"6,127,135.91";"6,127,135.91";"5,208,065.52";"5,208,065.52";"Specjalistyczny Szpital im. dra A. Sokołowskiego ";"8862385315";"58-309";"Wałbrzych";"Dolnośląskie";"Powiat wałbrzyski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-242/08-02";"Tak";"2010/04/06";"2010/04/12"
"POIS.12.01.00-00-246/08-00";"Przebudowa oraz doposażenie Szpitalnego Oddziału Ratunkowego w WSzS w Białej Podlaskiej w celu dostosowania do wymogów Rozporządzenia Ministra Zdrowia";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Lubelskie";"";"";"6,555,089.09";"6,555,089.09";"5,571,825.72";"5,571,825.72";"Wojewódzki Szpital Specjalistyczny w Białej Podlaskiej ";"5371960760";"21-500";"Biała Podlaska";"Lubelskie";"Powiat bialski / Powiat m. Biała Podlaska";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-246/08-06";"Tak";"2010/03/29";"2010/04/07"
"POIS.12.01.00-00-276/08-00";"Poprawa jakości systemu ratownictwa medycznego poprzez doposażenie Szpitalnego Oddziału Ratunkowego  w Wojewódzkim Szpitalu Zespolonym w Elblągu.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Warmińsko-mazurskie";"";"";"2,940,883.88";"2,940,883.88";"2,499,751.30";"2,499,751.30";"Wojewódzki Szpital Zespolony w Elblągu Samodzielny Publiczny Zespół Opieki Zdrowotnej";"5782517492";"82-300";"Elbląg";"Warmińsko-mazurskie";"Powiat elbląski / Powiat m. Elbląg";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-276/08-06";"Tak";"2010/04/28";"2010/04/28"
"POIS.12.01.00-00-296/08-01";"Budowa lądowiska dla helikopterów w Regionalnym Szpitalu Specjalistycznym w Grudziądzu.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Kujawsko-pomorskie";"";"";"4,656,068.51";"4,656,068.51";"3,957,658.23";"3,957,658.23";"Regionalny Szpital Specjalistyczny im. Dr Władysława Biegańskiego w Grudziądzu";"8762008352";"86-300";"Grudziądz";"Kujawsko-pomorskie";"Powiat brodnicki / Powiat m. Grudziądz";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-296/08-03";"Nie";"2010/09/30";"2010/10/29"
"POIS.12.01.00-00-310/08-00";"Zakup wyposażenia do SOR-u w Wojewódzkim Specjalistycznym Szpitalu Dziecięcym  w Olsztynie w celu dostosowania do przepisów.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Warmińsko-mazurskie";"";"";"2,751,450.00";"2,751,450.00";"2,338,732.50";"2,338,732.50";"Wojewódzki Specjalistyczny Szpital Dziecięcy im. prof. dr St. Popowskiego w Olsztynie";"7392954843";"10-561";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-310/08-05";"Nie";"2010/03/23";"2010/03/26"
"POIS.12.01.00-00-312/08-02";"Doposażenie SOR w Szpitalu im. Św. Łukasza w Tarnowie w sprzęt i aparaturę medyczną";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Małopolskie";"";"";"5,830,509.17";"2,658,928.18";"2,260,088.95";"2,260,088.95";"Szpital Wojewódzki im. Św. Łukasza SP ZOZ w Tarnowie";"8732713732";"33-100";"Tarnów";"Małopolskie";"Powiat m. Tarnów / Powiat tarnowski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-312/08-03";"Nie";"2010/12/20";"2010/12/30"
"POIS.12.01.00-00-317/08-00";"Przebudowa i remont wraz z zakupem sprzętu i wyposażenia medycznego dla Szpitalnego Oddziału Ratunkowego w Szpitalu Specjalistycznym im. F. Ceynowy w Wejherowie.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Pomorskie";"";"";"2,606,000.00";"2,606,000.00";"2,215,100.00";"2,215,100.00";"Szpital Specjalistyczny im. Floriana Ceynowy w Wejherowie ";"5881829131";"84-200";"Wejherowo";"Pomorskie";"Powiat wejherowski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-317/08-04";"Nie";"2010/05/31";"2010/06/07"
"POIS.12.01.00-00-326/08-00";"Podniesienie sprawności działania  Szpitalnego Oddziału Ratunkowego w Samodzielnym Publicznym Szpitalu  Wojewódzkim w Zamościu - Etap I";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Lubelskie";"";"";"1,761,749.17";"1,761,749.17";"1,497,486.79";"1,497,486.79";"Samodzielny Publiczny Szpital Wojewódzki im. Papieża Jana Pawła II w Zamościu";"9222292491";"22-400";"Zamość ";"Lubelskie";"Powiat m. Zamość / Powiat zamojski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-326/08-04";"Nie";"2010/04/01";"2010/04/12"
"POIS.12.01.00-00-358/08-00";"Poprawa dostępności i skuteczności leczenia pacjentów w nagłych przypadkach poprzez wyposażenie SOR Szpitala Specjalistycznego w Jędrzejowie.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Świętokrzyskie";"";"";"11,448,085.00";"11,448,085.00";"9,730,872.25";"9,730,872.25";"Artmedic sp. z o.o";"6562276905";"28-300";"Jędrzejów";"Świętokrzyskie";"Powiat jędrzejowski";"76 Infrastruktura ochrony zdrowia";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.12.01.00-00-358/08-04";"Nie";"2010/08/23";"2010/08/25"
"POIS.12.02.00-00-003/09-01";"Rozbudowa Instytutu Kardiologii o nowy Oddział Intensywnej Terapii Kardiologicznej wraz z przebudową Klinik i doposażeniem Instytutu o wysokospecjalistyczny aparat hemodynamiczny przystosowany do pracy hybrydowej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Mazowieckie";"";"";"41,648,047.40";"41,028,047.40";"38,972,000.00";"33,126,200.00";"Instytut Kardiologii im. Prymasa Tysiąclecia Stefana Kardynała Wyszyńskiego ";"5250008525";"04-628";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.02.00-00-003/09-15";"Nie";"2010/04/06";"2010/04/21"
"POIS.12.02.00-00-005/09-03";"Poprawa efektywności leczenia chorób płuc w Instytucie Gruźlicy i Chorób Płuc w Warszawie";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Mazowieckie";"";"";"69,000,000.00";"69,000,000.00";"69,000,000.00";"58,650,000.00";"Instytut Gruźlicy i Chorób Płuc ";"5250008838";"01-138";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.02.00-00-005/09-18-K01";"Nie";"2010/06/10";"2010/08/24"
"POIS.12.02.00-00-012/08-00";"Poprawa jakości i dostępności badań diagnostycznych oferowanych przez 107 Szpital Wojskowy w Wałczu poprzez zakup specjalistycznej aparatury medycznej. ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Zachodniopomorskie";"";"";"4,651,537.98";"4,651,537.98";"3,953,807.28";"3,953,807.28";"107 Szpital Wojskowy z Przychodnią Samodzielny Publiczny Zakład Opieki Zdrowotnej ";"7651495874";"78-600";"Wałcz";"Zachodniopomorskie";"Powiat wałecki";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.02.00-00-012/08-03";"Nie";"2010/03/31";"2010/04/12"
"POIS.12.02.00-00-013/08-01";"Modernizacja Katedry Ginekologii i Położnictwa UJ CM w Krakowie - przebudowa istniejących bloków porodowych wraz z wyposażeniem";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Małopolskie";"";"";"8,423,368.70";"8,423,368.70";"8,423,368.70";"7,159,863.50";"Uniwersytet Jagielloński Collegium Medicum";"6750002236";"31-008";"Kraków";"Małopolskie";"Powiat m. Kraków";"76 Infrastruktura ochrony zdrowia";"uczelnia wyższa";"00 Nie dotyczy";"POIS.12.02.00-00-013/08-01";"Nie";"2010/12/03";"2010/12/06"
"POIS.12.02.00-00-030/08-01";"Poprawa jakości i dostępności usług medycznych poprzez zakup aparatury obrazowej i wyrobów medycznych dla Instytutu Kardiologii w Warszawie.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Mazowieckie";"";"";"9,033,300.00";"9,033,300.00";"9,033,300.00";"7,678,305.00";"Instytut Kardiologii im. Prymasa Tysiąclecia Stefana Kardynała Wyszyńskiego";"5250008525";"04-628";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"76 Infrastruktura ochrony zdrowia";"jednostka naukowa";"00 Nie dotyczy";"POIS.12.02.00-00-030/08-04";"Nie";"2010/12/13";"2010/12/14"
"POIS.12.02.00-00-056/08-00";"Zakup aparatury obrazowej oraz dostosowanie infrastruktury technicznej w celu utworzenia Teleradiologicznego Centrum Diagnostycznego w WIM.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Mazowieckie";"";"";"9,790,036.00";"9,790,036.00";"8,321,530.60";"8,321,530.60";"Wojskowy Instytut Medyczny";"1132393221";"04-141";"Warszawa 44";"Mazowieckie";"Powiat m. st. Warszawa";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.02.00-00-056/08-01";"Nie";"2010/09/23";"2010/09/28"
"POIS.12.02.00-00-058/08-00";"Przebudowa pomieszczeń III Oddziału Propedeutyki Pediatrii i Chorób Metabolicznych Kości w Łodzi, przy ul. Spornej 36/50";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Łódzkie";"";"";"1,548,971.25";"1,548,971.25";"1,316,625.56";"1,316,625.56";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny nr 4 im. Marii Konopnickiej Uniwersytetu Medycznego w Łodzi ";"7262251391";"91-738";"Łódź";"Łódzkie";"Powiat m. Łódź";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.02.00-00-058/08-01";"Nie";"2010/11/10";"2010/11/12"
"POIS.13.01.00-00-003/08-06";"Wyposażenie realizowanego budynku dydaktycznego Wydziału Informatyki i Biblioteka Główna Zachodniopomorskiego Uniwersytetu Technologicznego w Szczecinie";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Zachodniopomorskie";"";"";"26,637,458.09";"20,000,000.00";"20,000,000.00";"17,000,000.00";"Zachodniopomorski Uniwersytet Technologiczny  w Szczecinie (do 1 stycznia 2009 roku Politechnika Szczecińska)";"8522545056";"70-310";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-003/08-11";"Nie";"2010/11/10";"2010/11/10"
"POIS.13.01.00-00-009/08-03";"Baza dydaktyczna i badawcza niezbędna dla powstania i rozwoju kierunku inżynieria środowiska na Wydziale Zamiejscowym Nauk o Społeczeństwie KUL w Stalowej Woli";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Podkarpackie";"";"";"22,529,871.31";"21,600,000.00";"21,600,000.00";"18,360,000.00";"Katolicki Uniwersytet Lubelski Jana Pawła II";"7120161005";"20-950";"Lublin";"Lubelskie";"Powiat m. Lublin";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-009/08-11-K02";"Nie";"2010/02/24";"2010/02/25"
"POIS.13.01.00-00-026/09-02";"Budowa Wydziału Fizyki oraz Instytutu Chemii";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Podlaskie";"";"";"119,369,174.17";"97,380,000.00";"97,380,000.00";"82,773,000.00";"Uniwersytet w Białymstoku";"5422383747";"15-097";"Białystok";"Podlaskie";"Powiat m. Białystok";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-026/09-06-K01";"Nie";"2010/11/04";"2010/11/05"
"POIS.13.01.00-00-033/08-00";"Zespół Laboratoriów Wydziału Budownictwa i Inżynierii Środowiska Politechniki Koszalińskiej- Laboratorium Wytrzymałości Materiałów i Geotechniki";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Zachodniopomorskie";"";"";"20,789,544.32";"20,789,544.32";"20,789,544.32";"17,671,112.67";"Politechnika Koszalińska";"6690505168";"75-453";"Koszalin";"Zachodniopomorskie";"Powiat m. Koszalin";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-033/08-02";"Nie";"2010/09/17";"2010/09/17"
"POIS.13.01.00-00-039/08-02";"Centrum Dydaktyczne Wydziału Technologii Chemicznej Politechniki Poznańskiej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Wielkopolskie";"";"";"87,027,730.00";"86,907,932.00";"86,907,932.00";"73,871,742.20";"Politechnika Poznańska";"7770003699";"60-965";"Poznań";"";"";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-039/08-05";"Nie";"2010/11/02";"2010/11/02"
"POIS.13.01.00-00-054/08-00";"Budowa Centrum Dydaktyczno-Badawczego Nanotechnologii";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Zachodniopomorskie";"";"";"42,233,428.50";"42,167,100.00";"42,167,100.00";"35,842,035.00";"Zachodniopomorski Uniwersytet Technologiczny  w Szczecinie (do 1 stycznia 2009 roku Politechnika Szczecińska)";"8522545056";"70-310";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-054/08-03";"Nie";"2010/01/27";"2010/01/28"
"POIS.13.01.00-00-055/08-04";"Przebudowa paw. D-4 na sale dydaktyczne i laboratoria dla tworzonego Wydziału Energetyki i Paliw AGH";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Małopolskie";"";"";"18,466,162.71";"18,462,734.71";"18,462,734.71";"15,693,324.50";"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie";"6750001923";"30-059";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-055/08-04";"Nie";"2010/12/29";"2010/12/29"
"POPW.02.01.00-28-043/10-00";"Sieć Szerokopasmowa Polski Wschodniej - województwo warmińsko-mazurskie";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.02.00.00";"POPW.02.01.00";"";"Warmińsko-mazurskie";"";"";"314,193,769.53";"258,514,407.81";"245,588,687.42";"219,737,246.64";"Samorząd Województwa Warmińsko-Mazurskiego";"7392965551";"10-562";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe)";"wspólnota samorządowa - województwo";"01 Obszar miejski";"POPW.02.01.00-28-043/10-01";"Nie";"2010/11/16";"2010/11/19"
"RPLB.01.03.00-08-001/10-00";"Lubuski e-Urząd";"Regionalny Program Operacyjny Województwa Lubuskiego";"RPLB.01.00.00";"RPLB.01.03.00";"";"Lubuskie";"";"";"25,000,000.00";"25,000,000.00";"21,250,000.00";"21,250,000.00";"Województwo Lubuskie";"9730590332";"65-057";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra";"13 Usługi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.)";"wspólnota samorządowa - województwo";"01 Obszar miejski";"";"";"2010/12/02";"2010/12/07"
"RPLB.02.05.00-08-002/09-02";"Dokapitalizowanie Lubuskiego Funduszu Pożyczkowego";"Regionalny Program Operacyjny Województwa Lubuskiego";"RPLB.02.00.00";"RPLB.02.05.00";"";"Lubuskie";"";"";"10,530,000.00";"10,530,000.00";"10,000,000.00";"10,000,000.00";"Agencja Rozwoju Regionalnego S.A.";"9290092741";"65-022";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"01 Obszar miejski";"RPLB.02.05.00-08-002/09-04";"Nie";"2010/05/17";"2010/05/18"
"RPLD.04.01.00-00-001/10-00";"Rozbudowa regionalnej sieci szerokopasmowej Telefonii DIALOG S.A. w województwie łódzkim.";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.04.00.00";"RPLD.04.01.00";"";"Łódzkie";"";"";"11,339,900.00";"9,295,000.00";"4,647,500.00";"4,647,500.00";"Telefonia DIALOG Spółka Akcyjna";"6921990816";"50-136";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe)";"spółka akcyjna - duże przedsiębiorstwo";"01 Obszar miejski";"RPLD.04.01.00-00-001/10-01";"Nie";"2010/10/14";"2010/10/14"
"RPLD.04.02.00-00-003/08-03";"Zintegrowany System Stanowisk Kierowania";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.04.00.00";"RPLD.04.02.00";"";"Łódzkie";"";"";"7,551,414.60";"7,551,414.60";"6,418,702.41";"6,418,702.41";"Komenda Wojewódzka Policji w Łodzi";"7260004458";"91-048";"Łódź";"Łódzkie";"Powiat m. Łódź";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"państwowa jednostka organizacyjna";"01 Obszar miejski";"RPLD.04.02.00-00-003/08-09";"Nie";"2010/04/12";"2010/04/13"
"RPLD.07.01.00-00-001/09-15";"Roczny Plan Realizacji Działań w ramach Pomocy Technicznej RPO WŁ na rok 2010";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.07.00.00";"RPLD.07.01.00";"";"Łódzkie";"";"";"20,929,412.00";"20,929,412.00";"17,790,000.00";"17,790,000.00";"Urząd Marszałkowski w Łodzi";"7251708148";"90-051";"Łódź";"Łódzkie";"Powiat m. Łódź";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2010/12/21";"2010/12/29"
"RPLD.07.01.00-00-002/08-13";"Roczny Plan Realizacji Działań w ramach Pomocy Technicznej RPO WŁ na rok 2009";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.07.00.00";"RPLD.07.01.00";"";"Łódzkie";"";"";"11,908,897.95";"11,908,897.95";"10,122,563.25";"10,122,563.25";"Urząd Marszałkowski w Łodzi";"7251708148";"90-051";"Łódź";"Łódzkie";"Powiat m. Łódź";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPLD.07.01.00-00-002/08-04";"Tak";"2010/01/13";"2010/01/18"
"RPMA.08.01.00-14-009/10-02";"ROCZNY PLAN DZIAŁAŃ POMOCY TECHNICZNEJ UMWM na 2010 r. w zakresie wsparcia procesów zarządzania i wdrażania RPO WM";"Regionalny Program Operacyjny Województwa Mazowieckiego";"RPMA.08.00.00";"RPMA.08.01.00";"";"Mazowieckie";"";"";"5,556,000.00";"5,556,000.00";"4,722,600.00";"4,722,600.00";"Urząd Marszałkowski Województwa Mazowieckiego";"5252087227";"03-719";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPMA.08.01.00-14-009/10-05";"Tak";"2010/11/03";"2010/11/08"
"RPMA.08.01.00-14-013/10-02";"ROCZNY PLAN DZIAŁAŃ POMOCY TECHNICZNEJ MJWPU na 2010 r. w zakresie wsparcia procesów wdrażania RPO WM";"Regionalny Program Operacyjny Województwa Mazowieckiego";"RPMA.08.00.00";"RPMA.08.01.00";"";"Mazowieckie";"";"";"27,942,342.04";"27,942,342.04";"23,750,990.73";"23,750,990.73";"Mazowiecka Jednostka Wdrażania Programów Unijnych";"1132669019";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPMA.08.01.00-14-013/10-13";"Tak";"2010/11/03";"2010/11/08"
"RPMA.08.02.00-14-014/10-01";"ROCZNY PLAN DZIAŁAN POMOCY TECHNICZNEJ MJWPU na 2010 r. w zakresie działań informacyjnych i promocyjnych";"Regionalny Program Operacyjny Województwa Mazowieckiego";"RPMA.08.00.00";"RPMA.08.02.00";"";"Mazowieckie";"";"";"14,897,750.00";"14,897,750.00";"12,663,087.50";"12,663,087.50";"Mazowiecka Jednostka Wdrażania Programów Unijnych";"1132669019";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPMA.08.02.00-14-014/10-04";"Tak";"2010/10/28";"2010/11/25"
"RPMP.01.02.00-12-196/10-00";"Budowa zintegrowanych systemów informatycznych do zarządzania i monitoringu satelitarnego w Małopolsce";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.01.00.00";"RPMP.01.02.00";"";"Małopolskie";"";"";"15,439,313.06";"15,435,216.12";"13,119,933.70";"13,119,933.70";"Województwo Małopolskie";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"wspólnota samorządowa";"01 Obszar miejski";"RPMP.01.02.00-12-196/10-01";"Nie";"2010/12/28";"2010/12/29"
"RPMP.04.02.02-12-008/10-00";"Zakupy taboru kolejowego";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.02.00";"RPMP.04.02.02";"Małopolskie";"";"";"91,249,843.40";"91,245,000.00";"62,201,559.00";"62,201,559.00";"Województwo Małopolskie";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"18 Tabor kolejowy";"wspólnota samorządowa";"01 Obszar miejski";"RPMP.04.02.02-12-008/10-01";"Nie";"2010/07/26";"2010/07/30"
"RPMP.08.01.00-12-103/09-02";"Opera w Małopolsce.";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.08.00.00";"RPMP.08.01.00";"";"Małopolskie";"";"";"1,225,494.00";"1,022,098.32";"766,573.74";"766,573.74";"Opera Krakowska w Krakowie";"6750006174";"31-512";"Kraków";"Małopolskie";"Powiat m. Kraków";"80 Promowanie partnerstw, paktów i inicjatyw poprzez tworzenie sieci współpracy odnośnych podmiotów";"bez szczególnej formy prawnej";"09 Obszar współpracy transnarodowej";"";"";"2010/02/15";"2011/05/31"
"RPMP.08.01.00-12-122/08-02";"Promocja Małopolskiej Oferty Eksportowej na arenie międzynarodowej ";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.08.00.00";"RPMP.08.01.00";"";"Małopolskie";"";"";"1,144,063.26";"947,069.94";"710,302.44";"603,757.07";"Małopolska Agencja Rozwoju Regionalnego S.A";"6760058847";"31-542";"Kraków";"Małopolskie";"Powiat m. Kraków";"80 Promowanie partnerstw, paktów i inicjatyw poprzez tworzenie sieci współpracy odnośnych podmiotów";"spółka akcyjna - duże przedsiębiorstwo";"09 Obszar współpracy transnarodowej";"RPMP.08.01.00-12-122/08-06";"Nie";"2010/10/25";"2010/10/27"
"RPMP.08.02.00-12-104/08-03";"Kreowanie markowych produktów turystycznych Małopolski Południowej w oparciu o doświadczenia partnerów sieci Town Twinning";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.08.00.00";"RPMP.08.02.00";"";"Małopolskie";"";"";"196,150.00";"193,222.00";"163,669.85";"163,669.85";"Powiat Nowotarski";"7352175044";"34-400";"Nowy Targ";"Małopolskie";"Powiat nowotarski";"81 Rozwiązania na rzecz podniesienia jakości opracowania, monitorowania, ewaluacji polityk i programów na poziomie krajowym, regionalnym i lokalnym, wzmocnienie zdolności w zakresie realizacji polityk i programów";"wspólnota samorządowa";"09 Obszar współpracy transnarodowej";"";"";"2010/03/10";"2010/12/29"
