"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat hajnowski";"";"24,517.71";"24,517.71";"20,840.06";"20,840.06";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat moniecki";"";"24,517.71";"24,517.71";"20,840.06";"20,840.06";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat sejneński";"";"24,517.71";"24,517.71";"20,840.06";"20,840.06";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat sokólski";"";"24,517.71";"24,517.71";"20,840.06";"20,840.06";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat suwalski";"";"24,517.71";"24,517.71";"20,840.06";"20,840.06";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat giżycki";"";"28,604.00";"28,604.00";"24,313.40";"24,313.40";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat gołdapski";"";"28,604.00";"28,604.00";"24,313.40";"24,313.40";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat mrągowski";"";"28,604.00";"28,604.00";"24,313.40";"24,313.40";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat piski";"";"28,604.00";"28,604.00";"24,313.40";"24,313.40";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat szczycieński";"";"28,604.00";"28,604.00";"24,313.40";"24,313.40";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat węgorzewski";"";"28,604.00";"28,604.00";"24,313.40";"24,313.40";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Lubelskie";"Powiat bialski";"";"123,823.50";"123,823.50";"105,250.00";"105,250.00";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat łosicki";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat makowski";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat ostrołęcki";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat ostrowski";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat siedlecki";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat sokołowski";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat węgrowski";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat wyszkowski";"";"15,477.94";"15,477.94";"13,156.25";"13,156.25";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.05.04.00-00-068/08-02";"Edukacja-naturalnie! - akcja edukacyjna dla młodzieży szkolnej z obszarów Natura 2000 Polski pn-wsch";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Warmińsko-mazurskie";"Powiat piski";"";"123,823.50";"123,823.50";"105,250.00";"105,250.00";"Stowarzyszenie na rzecz Ekorozwoju Agro - Group";"9661252329";"15-472";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2011/02/07";"2011/03/18"
"POIS.07.01.00-00-009/09-01";"Modernizacja linii kolejowej E 65/C-E 65 na odcinku Warszawa - Gdynia - obszar LCS Ciechanów";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Mazowieckie";"Powiat ciechanowski";"";"790,501,138.67";"606,418,045.33";"606,418,045.33";"424,492,631.73";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.01.00-00-009/09-05";"Nie";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-009/09-01";"Modernizacja linii kolejowej E 65/C-E 65 na odcinku Warszawa - Gdynia - obszar LCS Ciechanów";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Mazowieckie";"Powiat mławski";"";"790,501,138.67";"606,418,045.33";"606,418,045.33";"424,492,631.73";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.01.00-00-009/09-05";"Nie";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-009/09-01";"Modernizacja linii kolejowej E 65/C-E 65 na odcinku Warszawa - Gdynia - obszar LCS Ciechanów";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Mazowieckie";"Powiat pułtuski";"";"790,501,138.67";"606,418,045.33";"606,418,045.33";"424,492,631.73";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.01.00-00-009/09-05";"Nie";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-013/09-01";"Modernizacja linii kolejowej Warszawa – Łódź, etap II, Lot A - odcinek Warszawa Zachodnia - Miedniewice (Skierniewice)";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Łódzkie";"Powiat skierniewicki";"";"1,107,666,965.61";"777,772,228.89";"777,772,228.89";"544,440,560.22";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-013/09-01";"Modernizacja linii kolejowej Warszawa – Łódź, etap II, Lot A - odcinek Warszawa Zachodnia - Miedniewice (Skierniewice)";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Mazowieckie";"Powiat grodziski";"";"369,222,321.87";"259,257,409.63";"259,257,409.63";"181,480,186.74";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-013/09-01";"Modernizacja linii kolejowej Warszawa – Łódź, etap II, Lot A - odcinek Warszawa Zachodnia - Miedniewice (Skierniewice)";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Mazowieckie";"Powiat m. st. Warszawa";"";"369,222,321.87";"259,257,409.63";"259,257,409.63";"181,480,186.74";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-013/09-01";"Modernizacja linii kolejowej Warszawa – Łódź, etap II, Lot A - odcinek Warszawa Zachodnia - Miedniewice (Skierniewice)";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Mazowieckie";"Powiat pruszkowski";"";"369,222,321.87";"259,257,409.63";"259,257,409.63";"181,480,186.74";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-016/10-01";"Modernizacja linii kolejowej E 30/C-E 30, odcinek Kraków-Rzeszów, etap III";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Małopolskie";"Powiat krakowski";"";"1,168,019,594.40";"778,935,034.43";"778,935,034.43";"545,254,524.10";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-016/10-01";"Modernizacja linii kolejowej E 30/C-E 30, odcinek Kraków-Rzeszów, etap III";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Małopolskie";"Powiat tarnowski";"";"1,168,019,594.40";"778,935,034.43";"778,935,034.43";"545,254,524.10";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/03/16"
"POIS.07.01.00-00-016/10-01";"Modernizacja linii kolejowej E 30/C-E 30, odcinek Kraków-Rzeszów, etap III";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Podkarpackie";"Powiat rzeszowski";"";"2,336,039,188.81";"1,557,870,068.86";"1,557,870,068.86";"1,090,509,048.20";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"17 Kolej (sieci TEN-T)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/03/16"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat będziński";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat gliwicki";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Chorzów";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Dąbrowa Górnicza";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Gliwice";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Jaworzno";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Katowice";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Mysłowice";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Ruda Śląska";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Siemianowice Śląskie";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Sosnowiec";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
